,,,日時,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,,,
-,-,12,2018/10/21 12:33,5186,まちかど設置端末（地図から）,0,1205,7,2,,2018/10/21 12:37,2018/10/21 12:45,35.452963 139.642093,横浜赤レンガ倉庫,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/21 12:39,2018/10/21 12:39,2018/10/21 12:47,2018/10/21 12:47,,2018/10/21 12:33,0:08:41,0:17:22,,00,03,,,,,
-,-,12,2018/10/21 12:34,5187,乗客アプリ（地図から）,2300,560,1,1,,2018/10/21 12:42,2018/10/21 13:01,35.456605 139.635327,横浜ベイホテル東急,35.441441 139.648505,横浜中華街朱雀門,2018/10/21 12:40,2018/10/21 12:40,2018/10/21 12:53,2018/10/21 12:57,,2018/10/21 12:34,0:18:42,0:18:42,,02,08,,,,,
-,-,12,2018/10/21 12:34,5188,乗客アプリ（簡単予約）,2380,957,9,1,,2018/10/21 12:43,2018/10/21 12:58,35.443704 139.651332,ホテルメルパルク横浜,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/21 12:45,2018/10/21 12:45,2018/10/21 12:57,2018/10/21 13:01,,2018/10/21 12:34,0:15:24,0:15:24,,00,08,,,,,
-,-,12,2018/10/21 12:38,5191,乗客アプリ（目的地から）,3594,398,2,1,,2018/10/21 12:46,2018/10/21 12:54,35.452963 139.642093,横浜赤レンガ倉庫,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/21 12:49,2018/10/21 12:49,2018/10/21 12:58,2018/10/21 12:58,,2018/10/21 12:38,0:08:12,0:08:12,,00,07,,,,,
-,-,12,2018/10/21 12:39,5192,まちかど設置端末（店舗から）,0,796,10,3,,2018/10/21 12:43,2018/10/21 13:01,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.447541 139.644914,シルク博物館,2018/10/21 12:43,2018/10/21 12:43,2018/10/21 12:57,2018/10/21 13:08,,2018/10/21 12:39,0:18:10,0:54:30,,00,03,,,,,
-,-,12,2018/10/21 12:39,5193,乗客アプリ（目的地から）,3292,423,10,3,,2018/10/21 12:43,2018/10/21 12:56,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/21 12:49,2018/10/21 12:49,2018/10/21 13:04,2018/10/21 13:04,,2018/10/21 12:39,0:12:46,0:38:18,,00,03,,,,,
-,-,12,2018/10/21 12:41,5195,乗客アプリ（地図から）,1956,424,9,2,,2018/10/21 12:49,2018/10/21 12:55,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/10/21 12:48,2018/10/21 12:49,2018/10/21 12:57,2018/10/21 12:57,,2018/10/21 12:41,0:06:21,0:12:42,,00,07,,,,,
-,-,12,2018/10/21 12:42,5196,乗客アプリ（目的地から）,1642,1276,3,1,,2018/10/21 12:44,2018/10/21 12:52,35.452963 139.642093,横浜赤レンガ倉庫,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/21 12:46,2018/10/21 12:46,2018/10/21 12:53,2018/10/21 12:53,,2018/10/21 12:42,0:07:44,0:07:44,,00,02,,,,,
-,-,12,2018/10/21 12:42,5197,乗客アプリ（地図から）,3612,362,9,1,,2018/10/21 12:49,2018/10/21 13:06,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/10/21 12:48,2018/10/21 12:48,2018/10/21 13:10,2018/10/21 13:10,,2018/10/21 12:42,0:17:18,0:17:18,,00,06,,,,,
-,-,12,2018/10/21 12:48,5199,まちかど設置端末（地図から）,0,752,4,2,,2018/10/21 12:59,2018/10/21 13:21,35.456605 139.635327,横浜ベイホテル東急,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/21 13:00,2018/10/21 13:00,2018/10/21 13:11,2018/10/21 13:13,,2018/10/21 12:48,0:21:42,0:43:24,,00,10,,,,,
-,-,12,2018/10/21 12:52,5201,まちかど設置端末（地図から）,0,606,3,1,,2018/10/21 13:03,2018/10/21 13:08,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/21 13:06,2018/10/21 13:06,2018/10/21 13:16,2018/10/21 13:16,,2018/10/21 12:52,0:05:14,0:05:14,,00,11,,,,,
-,-,12,2018/10/21 12:54,5202,まちかど設置端末（店舗から）,0,944,2,4,,2018/10/21 13:11,2018/10/21 13:24,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.447541 139.644914,シルク博物館,2018/10/21 13:11,2018/10/21 13:12,2018/10/21 13:27,2018/10/21 13:28,,2018/10/21 12:54,0:13:25,0:53:40,,00,16,,,,,
-,-,12,2018/10/21 12:57,5203,乗客アプリ（目的地から）,3292,860,10,3,,2018/10/21 13:08,2018/10/21 13:32,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/21 13:10,2018/10/21 13:10,2018/10/21 13:25,2018/10/21 13:25,,2018/10/21 12:57,0:24:00,1:12:00,,00,10,,,,,
-,-,12,2018/10/21 12:59,5207,まちかど設置端末（店舗から）,0,655,4,2,,2018/10/21 13:11,2018/10/21 13:31,35.445783 139.642958,横浜情報文化センター,35.454389 139.630904,横浜ランドマークタワー,2018/10/21 13:08,2018/10/21 13:11,2018/10/21 13:26,2018/10/21 13:30,,2018/10/21 12:59,0:19:58,0:39:56,,03,11,,,,,
-,☆,12,2018/10/21 12:18,5176,乗客アプリ（目的地から）,3538,652,10,2,2018/10/21 12:18,,,35.454389 139.630904,横浜ランドマークタワー,35.443073 139.651914,横浜人形の家,2018/10/21 12:24,,2018/10/21 12:40,,,2018/10/21 12:18,0:00:00,0:00:00,,00,05,,,,,
-,☆,12,2018/10/21 12:26,5183,乗客アプリ（地図から）,2675,398,9,3,2018/10/21 12:31,,,35.443704 139.651332,ホテルメルパルク横浜,35.45435 139.631762,横浜ロイヤルパークホテル,2018/10/21 12:40,,2018/10/21 12:55,,,2018/10/21 12:26,0:00:00,0:00:00,,00,13,,,,,
-,☆,12,2018/10/21 12:35,5189,まちかど設置端末（地図から）,0,866,10,1,2018/10/21 12:37,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450447 139.635947,みなとみらい線　馬車道駅,2018/10/21 12:38,,2018/10/21 12:45,,,2018/10/21 12:35,0:00:00,0:00:00,,00,03,,,,,
-,☆,12,2018/10/21 12:38,5190,乗客アプリ（地図から）,1956,873,1,2,2018/10/21 12:41,,,35.448801 139.636702,ホテルルートイン横浜馬車道,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/21 12:47,,2018/10/21 12:55,,,2018/10/21 12:38,0:00:00,0:00:00,,00,09,,,,※90行と同一人物と思われるため一番短いものを採用,
-,☆,12,2018/10/21 12:41,5194,乗客アプリ（地図から）,1956,683,9,1,2018/10/21 12:41,,,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/10/21 12:48,,2018/10/21 12:56,,,2018/10/21 12:41,0:00:00,0:00:00,,00,07,,,,※89行と同一人物と思われるため一番短いものを採用,
-,☆,12,2018/10/21 12:44,5198,乗客アプリ（目的地から）,2937,1147,1,2,2018/10/21 13:04,2018/10/21 12:45,,35.456605 139.635327,横浜ベイホテル東急,35.443073 139.651914,横浜人形の家,2018/10/21 12:52,2018/10/21 12:52,2018/10/21 13:10,,,2018/10/21 12:44,,,,00,20,,,,,
-,☆,12,2018/10/21 12:49,5200,まちかど設置端末（地図から）,0,851,3,1,2018/10/21 12:50,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/21 13:08,,2018/10/21 13:18,,,2018/10/21 12:49,0:00:00,0:00:00,,00,18,,,,,
★,-,13,2018/10/21 12:58,5204,乗客アプリ（地図から）,2801,385,2,2,,2018/10/21 13:26,2018/10/21 13:47,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/10/21 13:30,2018/10/21 13:30,2018/10/21 13:43,2018/10/21 13:43,2018/10/21 13:28,2018/10/21 13:28,0:20:37,0:41:14,835,00,00,13,09,,,
★,-,13,2018/10/21 12:59,5206,乗客アプリ（目的地から）,2985,421,7,1,,2018/10/21 13:37,2018/10/21 14:02,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/21 13:38,2018/10/21 13:38,2018/10/21 13:53,2018/10/21 13:53,2018/10/21 13:29,2018/10/21 13:29,0:24:35,0:24:35,,00,08,,,,,
-,-,13,2018/10/21 13:03,5209,まちかど設置端末（地図から）,0,1100,5,3,,2018/10/21 13:05,2018/10/21 13:27,35.452963 139.642093,横浜赤レンガ倉庫,35.441002 139.650809,横浜元町ショッピングストリート,2018/10/21 13:06,2018/10/21 13:06,2018/10/21 13:19,2018/10/21 13:19,,2018/10/21 13:03,0:22:04,1:06:12,,00,02,,,,,
★,-,13,2018/10/21 13:03,5210,乗客アプリ（目的地から）,3614,1052,4,1,,2018/10/21 13:37,2018/10/21 13:52,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/21 13:36,2018/10/21 13:38,2018/10/21 13:49,2018/10/21 13:53,2018/10/21 13:33,2018/10/21 13:33,0:15:37,0:15:37,,00,03,,,,,
★,-,13,2018/10/21 13:03,5211,乗客アプリ（目的地から）,1071,802,4,1,,2018/10/21 13:37,2018/10/21 13:52,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/21 13:36,2018/10/21 13:38,2018/10/21 13:49,2018/10/21 13:53,2018/10/21 13:33,2018/10/21 13:33,0:15:41,0:15:41,,00,03,,,,,
-,-,13,2018/10/21 13:03,5212,乗客アプリ（地図から）,3394,1126,1,2,,2018/10/21 13:18,2018/10/21 13:35,35.441002 139.650809,横浜元町ショッピングストリート,35.445783 139.642958,横浜情報文化センター,2018/10/21 13:11,2018/10/21 13:19,2018/10/21 13:20,2018/10/21 13:28,,2018/10/21 13:03,0:17:23,0:34:46,,06,14,,,,,
-,-,13,2018/10/21 13:04,5213,乗客アプリ（目的地から）,3397,379,9,1,,2018/10/21 13:15,2018/10/21 13:21,35.450681 139.632446,横浜桜木町ワシントンホテル,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/21 13:15,2018/10/21 13:15,2018/10/21 13:25,2018/10/21 13:25,,2018/10/21 13:04,0:06:18,0:06:18,,00,10,,,,,
-,-,13,2018/10/21 13:07,5214,乗客アプリ（地図から）,3611,618,3,2,,2018/10/21 13:17,2018/10/21 13:25,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/10/21 13:17,2018/10/21 13:17,2018/10/21 13:30,2018/10/21 13:29,,2018/10/21 13:07,0:07:46,0:15:32,,00,10,,,,,
-,-,13,2018/10/21 13:09,5216,乗客アプリ（目的地から）,2937,842,10,2,,2018/10/21 13:19,2018/10/21 13:39,35.456605 139.635327,横浜ベイホテル東急,35.443073 139.651914,横浜人形の家,2018/10/21 13:13,2018/10/21 13:13,2018/10/21 13:33,2018/10/21 13:33,,2018/10/21 13:09,0:20:16,0:40:32,,05,10,,,,,
-,-,13,2018/10/21 13:09,5217,乗客アプリ（地図から）,2675,839,5,3,,2018/10/21 13:36,2018/10/21 13:47,35.445857 139.647636,ホテルモントレ横浜,35.45435 139.631762,横浜ロイヤルパークホテル,2018/10/21 13:23,2018/10/21 13:33,2018/10/21 13:37,2018/10/21 13:48,,2018/10/21 13:09,0:10:57,0:32:51,,12,26,,,,,
-,-,13,2018/10/21 13:11,5218,乗客アプリ（地図から）,1666,1186,5,1,,2018/10/21 13:19,2018/10/21 13:39,35.443704 139.651332,ホテルメルパルク横浜,35.447541 139.644914,シルク博物館,2018/10/21 13:17,2018/10/21 13:17,2018/10/21 13:32,2018/10/21 13:32,,2018/10/21 13:11,0:20:15,0:20:15,,01,08,,,,,
-,-,13,2018/10/21 13:14,5220,まちかど設置端末（店舗から）,0,930,3,2,,2018/10/21 13:17,2018/10/21 13:28,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/21 13:16,2018/10/21 13:16,2018/10/21 13:34,2018/10/21 13:33,,2018/10/21 13:14,0:10:38,0:21:16,,00,02,,,,,
-,-,13,2018/10/21 13:15,5221,まちかど設置端末（地図から）,0,553,6,2,,2018/10/21 13:28,2018/10/21 13:52,35.443704 139.651332,ホテルメルパルク横浜,35.454389 139.630904,横浜ランドマークタワー,2018/10/21 13:25,2018/10/21 13:27,2018/10/21 13:40,2018/10/21 13:56,,2018/10/21 13:15,0:23:41,0:47:22,,03,13,,,,,
-,-,13,2018/10/21 13:16,5222,乗客アプリ（目的地から）,3565,729,1,1,,2018/10/21 14:12,2018/10/21 14:26,35.456605 139.635327,横浜ベイホテル東急,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/21 13:44,2018/10/21 13:50,2018/10/21 13:55,2018/10/21 14:01,,2018/10/21 13:16,0:14:01,0:14:01,,28,56,,,,,
-,-,13,2018/10/21 13:19,5224,乗客アプリ（目的地から）,3501,1020,6,2,,2018/10/21 13:35,2018/10/21 13:42,35.441002 139.650809,横浜元町ショッピングストリート,35.443908 139.635249,イセザキ・モール,2018/10/21 13:29,2018/10/21 13:34,2018/10/21 13:41,2018/10/21 13:46,,2018/10/21 13:19,0:07:16,0:14:32,,06,16,,,,,
-,-,13,2018/10/21 13:23,5225,乗客アプリ（地図から）,3516,514,1,2,,2018/10/21 13:44,2018/10/21 14:06,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.454389 139.630904,横浜ランドマークタワー,2018/10/21 13:33,2018/10/21 13:33,2018/10/21 13:47,2018/10/21 13:47,,2018/10/21 13:23,0:21:52,0:43:44,,10,21,,,,,
-,-,13,2018/10/21 13:24,5226,乗客アプリ（地図から）,3575,472,10,2,,2018/10/21 13:32,2018/10/21 13:37,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.445857 139.647636,ホテルモントレ横浜,2018/10/21 13:29,2018/10/21 13:29,2018/10/21 13:35,2018/10/21 13:35,,2018/10/21 13:24,0:04:14,0:08:28,,03,08,,,,,
-,-,13,2018/10/21 13:26,5228,乗客アプリ（目的地から）,3545,919,5,3,,2018/10/21 13:55,2018/10/21 14:10,35.44291 139.650404,みなとみらい線　元町・中華街駅,35.454389 139.630904,横浜ランドマークタワー,2018/10/21 13:59,2018/10/21 13:59,2018/10/21 14:15,2018/10/21 14:25,,2018/10/21 13:26,0:14:24,0:43:12,,00,29,,,,,
-,-,13,2018/10/21 13:26,5229,まちかど設置端末（地図から）,0,663,3,2,,2018/10/21 13:30,2018/10/21 13:42,35.452963 139.642093,横浜赤レンガ倉庫,35.443704 139.651332,ホテルメルパルク横浜,2018/10/21 13:31,2018/10/21 13:31,2018/10/21 13:41,2018/10/21 13:41,,2018/10/21 13:26,0:12:37,0:25:14,,00,03,,,,,
-,-,13,2018/10/21 13:28,5232,乗客アプリ（目的地から）,1642,885,2,1,,2018/10/21 13:35,2018/10/21 13:47,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/10/21 13:34,2018/10/21 13:34,2018/10/21 13:43,2018/10/21 13:43,,2018/10/21 13:28,0:11:33,0:11:33,,01,06,,,,,
-,-,13,2018/10/21 13:31,5233,乗客アプリ（地図から）,1211,945,4,2,,2018/10/21 13:41,2018/10/21 13:48,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/10/21 13:41,2018/10/21 13:41,2018/10/21 13:49,2018/10/21 13:49,,2018/10/21 13:31,0:06:57,0:13:54,,00,09,,,,,
-,-,13,2018/10/21 13:41,5236,乗客アプリ（地図から）,3316,1230,7,2,,2018/10/21 13:48,2018/10/21 14:10,35.443908 139.635249,イセザキ・モール,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/21 13:49,2018/10/21 13:50,2018/10/21 14:09,2018/10/21 14:10,,2018/10/21 13:41,0:21:21,0:42:42,,00,07,,,,,
-,-,13,2018/10/21 13:44,5238,まちかど設置端末（店舗から）,0,648,3,2,,2018/10/21 13:53,2018/10/21 14:06,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.454389 139.630904,横浜ランドマークタワー,2018/10/21 13:52,2018/10/21 13:52,2018/10/21 14:06,2018/10/21 14:07,,2018/10/21 13:44,0:12:51,0:25:42,,00,09,,,,,
-,-,13,2018/10/21 13:46,5239,乗客アプリ（目的地から）,3608,505,4,2,,2018/10/21 13:53,2018/10/21 14:07,35.452963 139.642093,横浜赤レンガ倉庫,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/10/21 13:54,2018/10/21 13:54,2018/10/21 14:01,2018/10/21 14:11,,2018/10/21 13:46,0:14:11,0:28:22,,00,06,,,,,
-,-,13,2018/10/21 13:46,5240,乗客アプリ（地図から）,3490,684,6,4,,2018/10/21 13:58,2018/10/21 14:09,35.456605 139.635327,横浜ベイホテル東急,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/10/21 13:54,2018/10/21 13:54,2018/10/21 14:08,2018/10/21 14:08,,2018/10/21 13:46,0:10:51,0:43:24,,03,12,,,,,
-,-,13,2018/10/21 13:47,5243,乗客アプリ（地図から）,1666,328,3,1,,2018/10/21 13:56,2018/10/21 14:14,35.447541 139.644914,シルク博物館,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/21 13:56,2018/10/21 13:56,2018/10/21 14:14,2018/10/21 14:14,,2018/10/21 13:47,0:18:12,0:18:12,,00,08,,,,,
-,-,13,2018/10/21 13:48,5244,乗客アプリ（地図から）,1076,635,8,1,,2018/10/21 13:54,2018/10/21 14:03,35.443908 139.635249,イセザキ・モール,35.441441 139.648505,横浜中華街朱雀門,2018/10/21 13:55,2018/10/21 13:55,2018/10/21 14:04,2018/10/21 14:04,,2018/10/21 13:48,0:08:42,0:08:42,,00,06,,,,,
-,-,13,2018/10/21 13:49,5245,まちかど設置端末（地図から）,0,687,2,2,,2018/10/21 14:06,2018/10/21 14:30,35.443704 139.651332,ホテルメルパルク横浜,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/21 13:58,2018/10/21 14:05,2018/10/21 14:18,2018/10/21 14:28,,2018/10/21 13:49,0:24:36,0:49:12,,07,16,,,,,
-,-,13,2018/10/21 13:52,5247,乗客アプリ（地図から）,3292,1180,4,3,,2018/10/21 14:00,2018/10/21 14:18,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.441002 139.650809,横浜元町ショッピングストリート,2018/10/21 14:01,2018/10/21 14:01,2018/10/21 14:21,2018/10/21 14:21,,2018/10/21 13:52,0:18:20,0:55:00,,00,07,,,,,
-,-,13,2018/10/21 13:53,5249,乗客アプリ（目的地から）,1888,1187,8,1,,2018/10/21 14:17,2018/10/21 14:24,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/21 14:18,2018/10/21 14:20,2018/10/21 14:27,2018/10/21 14:29,,2018/10/21 13:53,0:07:25,0:07:25,,00,23,,,,,
★,☆,13,2018/10/21 12:23,5179,乗客アプリ（簡単予約）,3516,506,6,2,2018/10/21 12:23,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/21 13:23,,2018/10/21 13:34,,2018/10/21 13:23,2018/10/21 13:23,0:00:00,0:00:00,,00,00,,,,,
★,☆,13,2018/10/21 12:59,5205,乗客アプリ（地図から）,3490,960,3,4,2018/10/21 13:15,,,35.453715 139.638133,横浜ワールドポーターズ,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/10/21 13:28,,2018/10/21 13:42,,2018/10/21 13:28,2018/10/21 13:28,0:00:00,0:00:00,,00,00,,,,,
-,☆,13,2018/10/21 13:00,5208,乗客アプリ（目的地から）,3501,887,1,1,2018/10/21 13:18,,,35.441002 139.650809,横浜元町ショッピングストリート,35.443908 139.635249,イセザキ・モール,2018/10/21 13:09,,2018/10/21 13:20,,,2018/10/21 13:00,0:00:00,0:00:00,,00,18,,,,,
-,☆,13,2018/10/21 13:08,5215,乗客アプリ（地図から）,2737,929,1,1,2018/10/21 13:08,,,35.443908 139.635249,イセザキ・モール,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/21 13:29,,2018/10/21 13:36,,,2018/10/21 13:08,0:00:00,0:00:00,,00,20,,,,,
-,☆,13,2018/10/21 13:12,5219,乗客アプリ（簡単予約）,3595,1109,2,2,2018/10/21 13:23,,,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.447546 139.64358,横浜開港資料館,2018/10/21 13:23,,2018/10/21 13:34,,,2018/10/21 13:12,0:00:00,0:00:00,,00,11,,,,,
-,☆,13,2018/10/21 13:17,5223,乗客アプリ（地図から）,1419,516,3,1,2018/10/21 13:38,,,35.443908 139.635249,イセザキ・モール,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/10/21 13:42,,2018/10/21 13:54,,,2018/10/21 13:17,0:00:00,0:00:00,,00,24,,,,,
-,☆,13,2018/10/21 13:25,5227,乗客アプリ（地図から）,1582,441,2,2,2018/10/21 13:31,,,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/21 13:50,,2018/10/21 14:03,,,2018/10/21 13:25,0:00:00,0:00:00,,00,24,,,,,
-,☆,13,2018/10/21 13:27,5230,乗客アプリ（目的地から）,1740,636,6,1,2018/10/21 13:27,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/21 13:55,,2018/10/21 14:05,,,2018/10/21 13:27,0:00:00,0:00:00,,00,27,,,,※131行と同一人物と思われるため一番短いものを採用,
-,☆,13,2018/10/21 13:28,5231,乗客アプリ（目的地から）,1740,543,6,1,2018/10/21 13:28,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/21 13:58,,2018/10/21 14:08,,,2018/10/21 13:28,0:00:00,0:00:00,,00,30,,,,※130行と同一人物と思われるため一番短いものを採用,
-,☆,13,2018/10/21 13:51,5246,乗客アプリ（地図から）,1756,1170,8,1,2018/10/21 13:52,,,35.445783 139.642958,横浜情報文化センター,35.441002 139.650809,横浜元町ショッピングストリート,2018/10/21 14:01,,2018/10/21 14:10,,,2018/10/21 13:51,0:00:00,0:00:00,,00,09,,,,※133行と同一人物と思われるため一番短いものを採用,
-,☆,13,2018/10/21 13:52,5248,乗客アプリ（地図から）,1756,956,8,1,2018/10/21 13:53,,,35.445783 139.642958,横浜情報文化センター,35.441002 139.650809,横浜元町ショッピングストリート,2018/10/21 14:01,,2018/10/21 14:10,,,2018/10/21 13:52,0:00:00,0:00:00,,00,08,,,,※132行と同一人物と思われるため一番短いものを採用,
★,-,14,2018/10/21 13:35,5235,まちかど設置端末（地図から）,0,454,10,2,,2018/10/21 14:37,2018/10/21 14:46,35.445857 139.647636,ホテルモントレ横浜,35.456605 139.635327,横浜ベイホテル東急,2018/10/21 14:35,2018/10/21 14:36,2018/10/21 14:49,2018/10/21 14:50,2018/10/21 14:35,2018/10/21 14:35,0:09:11,0:18:22,1226,02,02,17,19,,,
★,-,14,2018/10/21 13:42,5237,乗客アプリ（地図から）,3397,1242,5,1,,2018/10/21 14:16,2018/10/21 14:29,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,2018/10/21 14:19,2018/10/21 14:19,2018/10/21 14:31,2018/10/21 14:31,2018/10/21 14:12,2018/10/21 14:12,0:13:09,0:13:09,,00,04,,,,,
★,-,14,2018/10/21 13:46,5241,乗客アプリ（目的地から）,1419,1194,7,1,,2018/10/21 14:27,2018/10/21 14:38,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/10/21 14:17,2018/10/21 14:25,2018/10/21 14:29,2018/10/21 14:38,2018/10/21 14:16,2018/10/21 14:16,0:10:11,0:10:11,,10,11,,,,,
★,-,14,2018/10/21 13:46,5242,乗客アプリ（地図から）,3615,1215,3,3,,2018/10/21 14:16,2018/10/21 14:23,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.453715 139.638133,横浜ワールドポーターズ,2018/10/21 14:16,2018/10/21 14:17,2018/10/21 14:28,2018/10/21 14:29,2018/10/21 14:16,2018/10/21 14:16,0:07:01,0:21:03,,00,00,,,,,
-,-,14,2018/10/21 14:01,5251,まちかど設置端末（店舗から）,0,498,9,3,,2018/10/21 14:10,2018/10/21 14:18,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/10/21 14:15,2018/10/21 14:15,2018/10/21 14:29,2018/10/21 14:29,,2018/10/21 14:01,0:08:07,0:24:21,,00,08,,,,,
-,-,14,2018/10/21 14:05,5253,乗客アプリ（目的地から）,2490,662,6,4,,2018/10/21 14:25,2018/10/21 14:37,35.452963 139.642093,横浜赤レンガ倉庫,35.443704 139.651332,ホテルメルパルク横浜,2018/10/21 14:21,2018/10/21 14:21,2018/10/21 14:34,2018/10/21 14:34,,2018/10/21 14:05,0:12:12,0:48:48,,03,19,,,,,
-,-,14,2018/10/21 14:10,5254,まちかど設置端末（地図から）,0,709,5,2,,2018/10/21 14:18,2018/10/21 14:38,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.445857 139.647636,ホテルモントレ横浜,2018/10/21 14:21,2018/10/21 14:21,2018/10/21 14:39,2018/10/21 14:46,,2018/10/21 14:10,0:19:57,0:39:54,,00,08,,,,,
-,-,14,2018/10/21 14:11,5255,まちかど設置端末（地図から）,0,873,8,3,,2018/10/21 14:30,2018/10/21 15:01,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441002 139.650809,横浜元町ショッピングストリート,2018/10/21 14:31,2018/10/21 14:31,2018/10/21 14:50,2018/10/21 14:52,,2018/10/21 14:11,0:31:10,1:33:30,,00,19,,,,,
-,-,14,2018/10/21 14:13,5256,乗客アプリ（地図から）,3563,364,9,3,,2018/10/21 14:27,2018/10/21 14:51,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/21 14:35,2018/10/21 14:35,2018/10/21 14:52,2018/10/21 14:52,,2018/10/21 14:13,0:24:07,1:12:21,,00,13,,,,,
-,-,14,2018/10/21 14:16,5257,乗客アプリ（目的地から）,1986,588,4,4,,2018/10/21 14:29,2018/10/21 14:52,35.445783 139.642958,横浜情報文化センター,35.454389 139.630904,横浜ランドマークタワー,2018/10/21 14:26,2018/10/21 14:27,2018/10/21 14:39,2018/10/21 14:49,,2018/10/21 14:16,0:22:12,1:28:48,,03,13,,,,,
