,,,日時,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,,計算用ダミー,
-,-,13,2018/10/25 13:11,6328,まちかど設置端末（店舗から）,0,880,10,1,,2018/10/25 13:15,2018/10/25 13:20,35.447541 139.644914,シルク博物館,35.443908 139.635249,イセザキ・モール,2018/10/25 13:15,2018/10/25 13:15,2018/10/25 13:24,2018/10/25 13:24,,2018/10/25 13:11,0:05:05,0:05:05,,00,04,,,,,
-,-,13,2018/10/25 13:16,6330,乗客アプリ（目的地から）,2512,1141,2,1,,2018/10/25 13:23,2018/10/25 13:35,35.450681 139.632446,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/25 13:23,2018/10/25 13:23,2018/10/25 13:37,2018/10/25 13:37,,2018/10/25 13:16,0:12:08,0:12:08,,00,07,,,,,
-,-,13,2018/10/25 13:19,6331,乗客アプリ（目的地から）,1885,457,5,1,,2018/10/25 13:22,2018/10/25 13:51,35.443073 139.651914,横浜人形の家,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/25 13:22,2018/10/25 13:22,2018/10/25 13:42,2018/10/25 13:42,,2018/10/25 13:19,0:28:59,0:28:59,,00,03,,,,,
-,-,13,2018/10/25 13:23,6332,乗客アプリ（地図から）,3408,892,5,1,,2018/10/25 13:29,2018/10/25 13:38,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/10/25 13:27,2018/10/25 13:27,2018/10/25 13:37,2018/10/25 13:37,,2018/10/25 13:23,0:08:40,0:08:40,,01,06,,,,,
-,-,13,2018/10/25 13:25,6333,乗客アプリ（簡単予約）,3118,538,3,1,,2018/10/25 13:34,2018/10/25 13:47,35.443908 139.635249,イセザキ・モール,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/25 13:31,2018/10/25 13:35,2018/10/25 13:42,2018/10/25 13:50,,2018/10/25 13:25,0:12:07,0:12:07,,02,09,,,,,
-,-,13,2018/10/25 13:26,6334,乗客アプリ（目的地から）,2839,392,1,1,,2018/10/25 13:30,2018/10/25 13:38,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.453715 139.638133,横浜ワールドポーターズ,2018/10/25 13:27,2018/10/25 13:27,2018/10/25 13:38,2018/10/25 13:38,,2018/10/25 13:26,0:07:22,0:07:22,,02,04,,,,,
-,-,13,2018/10/25 13:28,6335,乗客アプリ（地図から）,1540,1032,6,2,,2018/10/25 13:39,2018/10/25 13:50,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.441002 139.650809,横浜元町ショッピングストリート,2018/10/25 13:38,2018/10/25 13:38,2018/10/25 13:49,2018/10/25 13:49,,2018/10/25 13:28,0:11:16,0:22:32,,00,10,,,,,
-,-,13,2018/10/25 13:32,6336,乗客アプリ（簡単予約）,3972,1210,3,1,,2018/10/25 13:42,2018/10/25 13:56,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/10/25 13:43,2018/10/25 13:43,2018/10/25 14:01,2018/10/25 14:01,,2018/10/25 13:32,0:14:20,0:14:20,,00,09,,,,,
-,-,13,2018/10/25 13:34,6337,まちかど設置端末（地図から）,0,873,4,1,,2018/10/25 13:41,2018/10/25 13:47,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/25 13:43,2018/10/25 13:43,2018/10/25 13:52,2018/10/25 13:52,,2018/10/25 13:34,0:05:21,0:05:21,,00,07,,,,,
-,-,13,2018/10/25 13:34,6338,まちかど設置端末（地図から）,0,750,7,2,,2018/10/25 13:39,2018/10/25 13:44,35.456605 139.635327,横浜ベイホテル東急,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/25 13:46,2018/10/25 13:46,2018/10/25 13:56,2018/10/25 13:56,,2018/10/25 13:34,0:04:47,0:09:34,,00,04,,,,,
-,-,13,2018/10/25 13:36,6339,まちかど設置端末（店舗から）,0,920,1,1,,2018/10/25 13:41,2018/10/25 13:57,35.454389 139.630904,横浜ランドマークタワー,35.443908 139.635249,イセザキ・モール,2018/10/25 13:45,2018/10/25 13:45,2018/10/25 13:54,2018/10/25 13:54,,2018/10/25 13:36,0:15:30,0:15:30,,00,05,,,,,
-,-,13,2018/10/25 13:38,6340,乗客アプリ（目的地から）,3983,380,5,3,,2018/10/25 13:44,2018/10/25 14:01,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/25 13:48,2018/10/25 13:48,2018/10/25 14:12,2018/10/25 14:12,,2018/10/25 13:38,0:16:33,0:49:39,,00,06,,,,,
-,-,13,2018/10/25 13:38,6341,乗客アプリ（目的地から）,3512,470,4,5,,2018/10/25 13:52,2018/10/25 14:06,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/25 13:57,2018/10/25 13:57,2018/10/25 14:16,2018/10/25 14:16,,2018/10/25 13:38,0:14:06,1:10:30,,00,14,,,,,
-,-,13,2018/10/25 13:40,6342,まちかど設置端末（店舗から）,0,1291,6,1,,2018/10/25 13:42,2018/10/25 13:59,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443908 139.635249,イセザキ・モール,2018/10/25 13:45,2018/10/25 13:45,2018/10/25 14:05,2018/10/25 14:05,,2018/10/25 13:40,0:17:01,0:17:01,,00,02,,,,,
-,-,13,2018/10/25 13:42,6343,乗客アプリ（目的地から）,3971,1259,1,2,,2018/10/25 13:49,2018/10/25 14:07,35.452963 139.642093,横浜赤レンガ倉庫,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/25 13:51,2018/10/25 13:51,2018/10/25 14:10,2018/10/25 14:10,,2018/10/25 13:42,0:18:15,0:36:30,,00,07,,,,,
-,-,13,2018/10/25 13:44,6344,まちかど設置端末（店舗から）,0,1299,3,2,,2018/10/25 13:48,2018/10/25 14:00,35.447541 139.644914,シルク博物館,35.454389 139.630904,横浜ランドマークタワー,2018/10/25 13:52,2018/10/25 13:52,2018/10/25 14:09,2018/10/25 14:09,,2018/10/25 13:44,0:12:19,0:24:38,,00,03,,,,,
★,-,13,2018/10/25 13:50,6345,乗客アプリ（目的地から）,3982,990,3,2,,2018/10/25 14:18,2018/10/25 14:26,35.454389 139.630904,横浜ランドマークタワー,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/10/25 14:20,2018/10/25 14:20,2018/10/25 14:31,2018/10/25 14:32,2018/10/25 14:20,2018/10/25 14:20,0:07:15,0:14:30,,00,00,,,,,
-,-,13,2018/10/25 13:56,6347,乗客アプリ（地図から）,2051,1069,2,1,,2018/10/25 14:04,2018/10/25 14:13,35.454389 139.630904,横浜ランドマークタワー,35.443908 139.635249,イセザキ・モール,2018/10/25 14:01,2018/10/25 14:01,2018/10/25 14:09,2018/10/25 14:09,,2018/10/25 13:56,0:08:42,0:08:42,,03,08,,,,,
-,-,13,2018/10/25 13:58,6348,まちかど設置端末（地図から）,0,440,1,2,,2018/10/25 14:04,2018/10/25 14:19,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/25 14:04,2018/10/25 14:04,2018/10/25 14:20,2018/10/25 14:20,,2018/10/25 13:58,0:15:09,0:30:18,,00,05,,,,,
-,-,13,2018/10/25 13:59,6349,乗客アプリ（地図から）,2878,1023,4,1,,2018/10/25 14:03,2018/10/25 14:24,35.445857 139.647636,ホテルモントレ横浜,35.456605 139.635327,横浜ベイホテル東急,2018/10/25 14:05,2018/10/25 14:05,2018/10/25 14:22,2018/10/25 14:28,,2018/10/25 13:59,0:20:09,0:20:09,,00,04,,,,,
-,☆,13,2018/10/25 13:04,6325,乗客アプリ（目的地から）,2512,568,9,1,2018/10/25 13:12,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/25 13:15,,2018/10/25 13:29,,,2018/10/25 13:04,0:00:00,0:00:00,,00,10,,,,,
★,☆,13,2018/10/25 12:13,6302,乗客アプリ（目的地から）,1390,1113,5,1,2018/10/25 12:14,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/25 13:13,,2018/10/25 13:23,,2018/10/25 13:13,2018/10/25 13:13,0:00:00,0:00:00,,00,00,,,,,
-,☆,13,2018/10/25 13:12,6329,乗客アプリ（目的地から）,1885,372,3,1,2018/10/25 13:18,,,35.447541 139.644914,シルク博物館,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/25 13:13,,2018/10/25 13:29,,,2018/10/25 13:12,0:00:00,0:00:00,,00,06,,,,,
-,-,14,2018/10/25 14:02,6350,乗客アプリ（目的地から）,3457,1256,4,4,,2018/10/25 14:12,2018/10/25 14:24,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.456605 139.635327,横浜ベイホテル東急,2018/10/25 14:13,2018/10/25 14:13,2018/10/25 14:30,2018/10/25 14:30,,2018/10/25 14:02,0:11:33,0:46:12,319,00,10,04,04,,,
-,-,14,2018/10/25 14:02,6351,まちかど設置端末（店舗から）,0,1273,5,2,,2018/10/25 14:05,2018/10/25 14:16,35.44291 139.650404,みなとみらい線　元町・中華街駅,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/25 14:04,2018/10/25 14:04,2018/10/25 14:16,2018/10/25 14:16,,2018/10/25 14:02,0:10:38,0:21:16,,01,03,,,,,
-,-,14,2018/10/25 14:03,6352,まちかど設置端末（店舗から）,0,314,8,1,,2018/10/25 14:10,2018/10/25 14:16,35.456605 139.635327,横浜ベイホテル東急,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/10/25 14:09,2018/10/25 14:11,2018/10/25 14:16,2018/10/25 14:17,,2018/10/25 14:03,0:06:28,0:06:28,,00,07,,,,,
-,-,14,2018/10/25 14:03,6353,まちかど設置端末（店舗から）,0,904,8,2,,2018/10/25 14:10,2018/10/25 14:16,35.456605 139.635327,横浜ベイホテル東急,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/10/25 14:10,2018/10/25 14:10,2018/10/25 14:18,2018/10/25 14:18,,2018/10/25 14:03,0:06:46,0:13:32,,00,06,,,,,
-,-,14,2018/10/25 14:05,6354,乗客アプリ（目的地から）,1885,1033,3,1,,2018/10/25 14:10,2018/10/25 14:30,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.441441 139.648505,横浜中華街朱雀門,2018/10/25 14:12,2018/10/25 14:12,2018/10/25 14:36,2018/10/25 14:36,,2018/10/25 14:05,0:20:41,0:20:41,,00,04,,,,,
-,-,14,2018/10/25 14:12,6355,乗客アプリ（目的地から）,2225,934,6,1,,2018/10/25 14:15,2018/10/25 14:23,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443908 139.635249,イセザキ・モール,2018/10/25 14:16,2018/10/25 14:17,2018/10/25 14:29,2018/10/25 14:30,,2018/10/25 14:12,0:08:01,0:08:01,,00,02,,,,,
-,-,14,2018/10/25 14:12,6356,乗客アプリ（地図から）,3408,707,1,1,,2018/10/25 14:19,2018/10/25 14:23,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.447546 139.64358,横浜開港資料館,2018/10/25 14:18,2018/10/25 14:18,2018/10/25 14:25,2018/10/25 14:25,,2018/10/25 14:12,0:04:35,0:04:35,,00,06,,,,,
-,-,14,2018/10/25 14:13,6357,乗客アプリ（地図から）,1333,971,6,1,,2018/10/25 14:15,2018/10/25 14:43,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.441441 139.648505,横浜中華街朱雀門,2018/10/25 14:16,2018/10/25 14:16,2018/10/25 14:38,2018/10/25 14:38,,2018/10/25 14:13,0:28:24,0:28:24,,00,02,,,,,
-,-,14,2018/10/25 14:17,6358,まちかど設置端末（地図から）,0,884,3,1,,2018/10/25 14:18,2018/10/25 14:26,35.454389 139.630904,横浜ランドマークタワー,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/10/25 14:21,2018/10/25 14:21,2018/10/25 14:31,2018/10/25 14:31,,2018/10/25 14:17,0:07:39,0:07:39,,00,00,,,,,
-,-,14,2018/10/25 14:18,6359,乗客アプリ（目的地から）,3945,584,8,1,,2018/10/25 14:23,2018/10/25 14:31,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/25 14:23,2018/10/25 14:23,2018/10/25 14:38,2018/10/25 14:38,,2018/10/25 14:18,0:08:20,0:08:20,,00,04,,,,,
-,-,14,2018/10/25 14:21,6360,まちかど設置端末（地図から）,0,896,6,1,,2018/10/25 14:26,2018/10/25 14:41,35.450681 139.632446,横浜桜木町ワシントンホテル,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/25 14:28,2018/10/25 14:28,2018/10/25 14:39,2018/10/25 14:39,,2018/10/25 14:21,0:14:29,0:14:29,,00,05,,,,,
-,-,14,2018/10/25 14:23,6361,乗客アプリ（地図から）,2051,360,3,1,,2018/10/25 14:38,2018/10/25 14:46,35.443908 139.635249,イセザキ・モール,35.441441 139.648505,横浜中華街朱雀門,2018/10/25 14:33,2018/10/25 14:33,2018/10/25 14:42,2018/10/25 14:42,,2018/10/25 14:23,0:07:44,0:07:44,,04,15,,,,,
-,-,14,2018/10/25 14:28,6363,乗客アプリ（地図から）,2137,1274,6,1,,2018/10/25 14:32,2018/10/25 14:43,35.443908 139.635249,イセザキ・モール,35.441441 139.648505,横浜中華街朱雀門,2018/10/25 14:34,2018/10/25 14:34,2018/10/25 14:47,2018/10/25 14:47,,2018/10/25 14:28,0:10:41,0:10:41,,00,04,,,,,
-,-,14,2018/10/25 14:31,6364,乗客アプリ（地図から）,1751,663,4,1,,2018/10/25 14:35,2018/10/25 14:40,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/10/25 14:35,2018/10/25 14:35,2018/10/25 14:42,2018/10/25 14:42,,2018/10/25 14:31,0:05:02,0:05:02,,00,03,,,,,
-,-,14,2018/10/25 14:32,6365,乗客アプリ（地図から）,2424,553,5,1,,2018/10/25 14:39,2018/10/25 15:06,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/25 14:42,2018/10/25 14:42,2018/10/25 15:11,2018/10/25 14:59,,2018/10/25 14:32,0:26:30,0:26:30,,00,06,,,,,
-,-,14,2018/10/25 14:37,6366,乗客アプリ（目的地から）,3975,986,5,2,,2018/10/25 14:44,2018/10/25 14:52,35.454389 139.630904,横浜ランドマークタワー,35.445783 139.642958,横浜情報文化センター,2018/10/25 14:47,2018/10/25 14:47,2018/10/25 14:56,2018/10/25 14:57,,2018/10/25 14:37,0:07:53,0:15:46,,00,07,,,,,
-,-,14,2018/10/25 14:44,6367,まちかど設置端末（店舗から）,0,519,5,1,,2018/10/25 14:47,2018/10/25 14:56,35.450447 139.635947,みなとみらい線　馬車道駅,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/10/25 14:51,2018/10/25 14:51,2018/10/25 14:59,2018/10/25 14:59,,2018/10/25 14:44,0:08:53,0:08:53,,00,02,,,,,
-,-,14,2018/10/25 14:45,6368,まちかど設置端末（店舗から）,0,586,7,1,,2018/10/25 14:46,2018/10/25 14:51,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.456605 139.635327,横浜ベイホテル東急,2018/10/25 14:47,2018/10/25 14:47,2018/10/25 14:55,2018/10/25 14:55,,2018/10/25 14:45,0:05:15,0:05:15,,00,01,,,,,
-,-,14,2018/10/25 14:45,6369,乗客アプリ（地図から）,1751,589,9,1,,2018/10/25 14:48,2018/10/25 14:54,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/25 14:47,2018/10/25 14:47,2018/10/25 14:53,2018/10/25 14:56,,2018/10/25 14:45,0:06:20,0:06:20,,00,02,,,,,
-,-,14,2018/10/25 14:54,6370,まちかど設置端末（店舗から）,0,1232,9,1,,2018/10/25 15:00,2018/10/25 15:08,35.456605 139.635327,横浜ベイホテル東急,35.443908 139.635249,イセザキ・モール,2018/10/25 15:02,2018/10/25 15:02,2018/10/25 15:14,2018/10/25 15:14,,2018/10/25 14:54,0:08:50,0:08:50,,00,05,,,,,
-,-,14,2018/10/25 14:56,6371,まちかど設置端末（店舗から）,0,1058,10,1,,2018/10/25 14:59,2018/10/25 15:08,35.447541 139.644914,シルク博物館,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/10/25 14:58,2018/10/25 14:58,2018/10/25 15:10,2018/10/25 15:10,,2018/10/25 14:56,0:08:16,0:08:16,,01,03,,,,,
-,-,14,2018/10/25 14:56,6372,乗客アプリ（目的地から）,3971,601,5,2,,2018/10/25 15:01,2018/10/25 15:12,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/25 14:58,2018/10/25 15:00,2018/10/25 15:14,2018/10/25 15:16,,2018/10/25 14:56,0:10:59,0:21:58,,02,05,,,,,
-,-,14,2018/10/25 14:57,6374,乗客アプリ（目的地から）,2801,525,5,1,,2018/10/25 15:02,2018/10/25 15:17,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.454389 139.630904,横浜ランドマークタワー,2018/10/25 15:00,2018/10/25 15:00,2018/10/25 15:21,2018/10/25 15:22,,2018/10/25 14:57,0:14:56,0:14:56,,02,04,,,,,
★,☆,14,2018/10/25 13:56,6346,まちかど設置端末（地図から）,0,876,3,2,2018/10/25 13:57,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/25 14:31,,2018/10/25 14:43,,2018/10/25 14:25,2018/10/25 14:25,0:00:00,0:00:00,,00,05,,,,,
★,☆,14,2018/10/25 14:28,6362,乗客アプリ（目的地から）,3975,529,5,2,2018/10/25 14:36,,,35.45435 139.631762,横浜ロイヤルパークホテル,35.445783 139.642958,横浜情報文化センター,2018/10/25 14:58,,2018/10/25 15:08,,2018/10/25 14:58,2018/10/25 14:58,0:00:00,0:00:00,,00,00,,,,,
-,☆,14,2018/10/25 14:56,6373,乗客アプリ（目的地から）,1338,639,7,1,2018/10/25 14:56,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/25 14:58,,2018/10/25 15:11,,,2018/10/25 14:56,0:00:00,0:00:00,,00,02,,,,,
-,-,15,2018/10/25 15:00,6375,まちかど設置端末（店舗から）,0,1061,4,2,,2018/10/25 15:04,2018/10/25 15:10,35.454389 139.630904,横浜ランドマークタワー,35.447541 139.644914,シルク博物館,2018/10/25 15:02,2018/10/25 15:02,2018/10/25 15:13,2018/10/25 15:13,,2018/10/25 15:00,0:06:38,0:13:16,554,01,03,04,05,,,
-,-,15,2018/10/25 15:01,6376,乗客アプリ（地図から）,2051,486,8,1,,2018/10/25 15:05,2018/10/25 15:14,35.441441 139.648505,横浜中華街朱雀門,35.456605 139.635327,横浜ベイホテル東急,2018/10/25 15:06,2018/10/25 15:06,2018/10/25 15:21,2018/10/25 15:22,,2018/10/25 15:01,0:08:45,0:08:45,,00,04,,,,,
-,-,15,2018/10/25 15:02,6378,乗客アプリ（地図から）,3263,937,5,1,,2018/10/25 15:06,2018/10/25 15:17,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.454389 139.630904,横浜ランドマークタワー,2018/10/25 15:06,2018/10/25 15:06,2018/10/25 15:22,2018/10/25 15:22,,2018/10/25 15:02,0:10:41,0:10:41,,00,03,,,,,
★,-,15,2018/10/25 15:06,6379,乗客アプリ（地図から）,2163,382,1,2,,2018/10/25 15:37,2018/10/25 15:48,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.445783 139.642958,横浜情報文化センター,2018/10/25 15:36,2018/10/25 15:36,2018/10/25 15:48,2018/10/25 15:49,2018/10/25 15:36,2018/10/25 15:36,0:11:43,0:23:26,,01,01,,,,,
-,-,15,2018/10/25 15:09,6380,まちかど設置端末（地図から）,0,564,2,1,,2018/10/25 15:12,2018/10/25 15:39,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.447541 139.644914,シルク博物館,2018/10/25 15:13,2018/10/25 15:14,2018/10/25 15:25,2018/10/25 15:27,,2018/10/25 15:09,0:26:17,0:26:17,,00,03,,,,,
-,-,15,2018/10/25 15:10,6382,乗客アプリ（地図から）,3408,1134,6,1,,2018/10/25 15:15,2018/10/25 15:22,35.447546 139.64358,横浜開港資料館,35.441002 139.650809,横浜元町ショッピングストリート,2018/10/25 15:14,2018/10/25 15:14,2018/10/25 15:21,2018/10/25 15:23,,2018/10/25 15:10,0:07:40,0:07:40,,01,05,,,,,
-,-,15,2018/10/25 15:10,6383,乗客アプリ（目的地から）,3867,818,2,1,,2018/10/25 15:16,2018/10/25 15:43,35.454389 139.630904,横浜ランドマークタワー,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/10/25 15:17,2018/10/25 15:17,2018/10/25 15:30,2018/10/25 15:30,,2018/10/25 15:10,0:26:25,0:26:25,,00,06,,,,,
-,-,15,2018/10/25 15:12,6385,乗客アプリ（地図から）,3996,1085,9,4,,2018/10/25 15:20,2018/10/25 15:25,35.450681 139.632446,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/25 15:19,2018/10/25 15:19,2018/10/25 15:30,2018/10/25 15:30,,2018/10/25 15:12,0:05:06,0:20:24,,01,07,,,,,
-,-,15,2018/10/25 15:12,6386,乗客アプリ（目的地から）,3983,882,6,3,,2018/10/25 15:18,2018/10/25 15:31,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/25 15:18,2018/10/25 15:18,2018/10/25 15:43,2018/10/25 15:43,,2018/10/25 15:12,0:13:30,0:40:30,,00,05,,,,,
-,-,15,2018/10/25 15:12,6387,乗客アプリ（地図から）,1540,691,7,4,,2018/10/25 15:17,2018/10/25 15:28,35.441441 139.648505,横浜中華街朱雀門,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/10/25 15:16,2018/10/25 15:16,2018/10/25 15:33,2018/10/25 15:33,,2018/10/25 15:12,0:11:19,0:45:16,,01,04,,,,,
-,-,15,2018/10/25 15:14,6388,乗客アプリ（目的地から）,3512,698,10,5,,2018/10/25 15:21,2018/10/25 15:33,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/25 15:24,2018/10/25 15:24,2018/10/25 15:45,2018/10/25 15:45,,2018/10/25 15:14,0:12:09,1:00:45,,00,07,,,,,
-,-,15,2018/10/25 15:15,6389,乗客アプリ（地図から）,3836,1207,8,1,,2018/10/25 15:19,2018/10/25 15:25,35.448676 139.635696,横浜平和プラザホテル,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/25 15:22,2018/10/25 15:22,2018/10/25 15:32,2018/10/25 15:32,,2018/10/25 15:15,0:05:47,0:05:47,,00,04,,,,,
-,-,15,2018/10/25 15:18,6390,まちかど設置端末（地図から）,0,335,2,1,,2018/10/25 15:24,2018/10/25 15:29,35.454389 139.630904,横浜ランドマークタワー,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/10/25 15:23,2018/10/25 15:23,2018/10/25 15:28,2018/10/25 15:28,,2018/10/25 15:18,0:05:43,0:05:43,,00,05,,,,,
-,-,15,2018/10/25 15:20,6391,乗客アプリ（地図から）,1751,765,8,1,,2018/10/25 15:25,2018/10/25 15:30,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/25 15:29,2018/10/25 15:29,2018/10/25 15:40,2018/10/25 15:40,,2018/10/25 15:20,0:04:29,0:04:29,,00,05,,,,,
-,-,15,2018/10/25 15:21,6392,乗客アプリ（目的地から）,2678,1253,3,3,,2018/10/25 15:28,2018/10/25 15:40,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/25 15:30,2018/10/25 15:30,2018/10/25 15:47,2018/10/25 15:47,,2018/10/25 15:21,0:12:57,0:38:51,,00,06,,,,,
-,-,15,2018/10/25 15:29,6393,乗客アプリ（地図から）,3921,1056,7,1,,2018/10/25 15:40,2018/10/25 15:50,35.443908 139.635249,イセザキ・モール,35.441002 139.650809,横浜元町ショッピングストリート,2018/10/25 15:37,2018/10/25 15:37,2018/10/25 15:48,2018/10/25 15:48,,2018/10/25 15:29,0:10:25,0:10:25,,02,10,,,,,
-,-,15,2018/10/25 15:30,6394,乗客アプリ（目的地から）,3956,1222,1,1,,2018/10/25 15:33,2018/10/25 15:40,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450447 139.635947,みなとみらい線　馬車道駅,2018/10/25 15:32,2018/10/25 15:32,2018/10/25 15:43,2018/10/25 15:43,,2018/10/25 15:30,0:07:55,0:07:55,,00,02,,,,,
-,-,15,2018/10/25 15:32,6395,乗客アプリ（地図から）,3996,1136,8,4,,2018/10/25 15:34,2018/10/25 15:46,35.452963 139.642093,横浜赤レンガ倉庫,35.441002 139.650809,横浜元町ショッピングストリート,2018/10/25 15:33,2018/10/25 15:33,2018/10/25 15:48,2018/10/25 15:48,,2018/10/25 15:32,0:11:55,0:47:40,,00,01,,,,,
-,-,15,2018/10/25 15:38,6396,乗客アプリ（地図から）,2424,518,3,1,,2018/10/25 15:43,2018/10/25 15:50,35.44291 139.650404,みなとみらい線　元町・中華街駅,35.450447 139.635947,みなとみらい線　馬車道駅,2018/10/25 15:44,2018/10/25 15:44,2018/10/25 15:55,2018/10/25 15:55,,2018/10/25 15:38,0:07:07,0:07:07,,00,05,,,,,
-,-,15,2018/10/25 15:39,6397,乗客アプリ（地図から）,2892,1100,10,2,,2018/10/25 15:45,2018/10/25 15:52,35.456605 139.635327,横浜ベイホテル東急,35.445783 139.642958,横浜情報文化センター,2018/10/25 15:42,2018/10/25 15:42,2018/10/25 15:53,2018/10/25 15:53,,2018/10/25 15:39,0:06:47,0:13:34,,02,06,,,,,
-,-,15,2018/10/25 15:39,6398,まちかど設置端末（店舗から）,0,470,1,1,,2018/10/25 15:42,2018/10/25 15:59,35.448801 139.636702,ホテルルートイン横浜馬車道,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/25 15:44,2018/10/25 15:44,2018/10/25 16:03,2018/10/25 16:03,,2018/10/25 15:39,0:16:24,0:16:24,,00,03,,,,,
-,-,15,2018/10/25 15:41,6399,まちかど設置端末（地図から）,0,845,9,2,,2018/10/25 15:43,2018/10/25 15:49,35.452963 139.642093,横浜赤レンガ倉庫,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/10/25 15:43,2018/10/25 15:43,2018/10/25 15:51,2018/10/25 15:51,,2018/10/25 15:41,0:06:10,0:12:20,,00,01,,,,,
