,,,日時,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,,,
-,-,13,2018/10/23 13:48,5759,乗客アプリ（目的地から）,3800,494,3,2,,2018/10/23 13:57,2018/10/23 14:14,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/23 13:59,2018/10/23 13:59,2018/10/23 14:20,2018/10/23 14:26,,2018/10/23 13:48,0:16:41,0:33:22,,00,09,,,,,
-,-,13,2018/10/23 13:48,5760,乗客アプリ（簡単予約）,3793,778,6,1,,2018/10/23 13:58,2018/10/23 14:06,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/23 13:57,2018/10/23 13:57,2018/10/23 14:07,2018/10/23 14:10,,2018/10/23 13:48,0:08:31,0:08:31,,00,09,,,,,
-,-,13,2018/10/23 13:50,5762,乗客アプリ（簡単予約）,3794,1250,6,1,,2018/10/23 13:57,2018/10/23 14:06,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/23 13:57,2018/10/23 13:57,2018/10/23 14:07,2018/10/23 14:09,,2018/10/23 13:50,0:08:31,0:08:31,,00,07,,,,,
-,-,13,2018/10/23 13:54,5763,まちかど設置端末（地図から）,0,1177,7,1,,2018/10/23 13:58,2018/10/23 14:11,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.441441 139.648505,横浜中華街朱雀門,2018/10/23 13:58,2018/10/23 13:58,2018/10/23 14:14,2018/10/23 14:14,,2018/10/23 13:54,0:13:43,0:13:43,,00,03,,,,,
-,-,13,2018/10/23 13:55,5764,乗客アプリ（地図から）,3429,380,3,1,,2018/10/23 13:58,2018/10/23 14:06,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/10/23 13:57,2018/10/23 13:57,2018/10/23 14:13,2018/10/23 14:13,,2018/10/23 13:55,0:08:40,0:08:40,,00,02,,,,,
-,-,13,2018/10/23 13:57,5766,乗客アプリ（目的地から）,3774,396,6,2,,2018/10/23 14:05,2018/10/23 14:16,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/23 14:06,2018/10/23 14:06,2018/10/23 14:19,2018/10/23 14:19,,2018/10/23 13:57,0:10:35,0:21:10,,00,07,,,,,
★,☆,13,2018/10/23 12:17,5729,まちかど設置端末（店舗から）,0,351,5,1,2018/10/23 12:18,,,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.450447 139.635947,みなとみらい線　馬車道駅,2018/10/23 13:17,,2018/10/23 13:23,,2018/10/23 13:17,2018/10/23 13:17,0:00:00,0:00:00,,00,00,,,,,
★,☆,13,2018/10/23 12:18,5730,乗客アプリ（目的地から）,3776,383,10,1,2018/10/23 13:12,,,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.453715 139.638133,横浜ワールドポーターズ,2018/10/23 13:18,,2018/10/23 13:27,,2018/10/23 13:18,2018/10/23 13:18,0:00:00,0:00:00,,00,00,,,,,
★,☆,13,2018/10/23 13:13,5745,乗客アプリ（目的地から）,3793,1065,3,1,2018/10/23 13:47,2018/10/23 13:41,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/23 13:43,2018/10/23 13:43,2018/10/23 13:52,,2018/10/23 13:43,2018/10/23 13:43,,,,00,03,,,,,
-,☆,13,2018/10/23 13:15,5746,乗客アプリ（地図から）,3237,417,6,1,2018/10/23 13:16,,,35.443908 139.635249,イセザキ・モール,35.443659 139.650847,横浜マリンタワー,2018/10/23 13:19,,2018/10/23 13:30,,,2018/10/23 13:15,0:00:00,0:00:00,,00,04,,,,,
-,☆,13,2018/10/23 13:30,5751,乗客アプリ（目的地から）,1339,613,6,1,2018/10/23 13:30,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/10/23 13:33,,2018/10/23 13:45,,,2018/10/23 13:30,0:00:00,0:00:00,,00,03,,,,,
-,☆,13,2018/10/23 13:40,5756,まちかど設置端末（地図から）,0,500,5,3,2018/10/23 14:12,2018/10/23 13:44,,35.44291 139.650404,みなとみらい線　元町・中華街駅,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/10/23 13:46,2018/10/23 13:46,2018/10/23 13:59,,,2018/10/23 13:40,,,,00,31,,,,,
-,☆,13,2018/10/23 13:44,5757,乗客アプリ（簡単予約）,3794,1181,5,1,2018/10/23 13:50,2018/10/23 13:45,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/23 13:54,2018/10/23 13:54,2018/10/23 14:03,,,2018/10/23 13:44,,,,00,10,,,,,
-,☆,13,2018/10/23 13:49,5761,まちかど設置端末（店舗から）,0,709,4,2,2018/10/23 14:04,,,35.44291 139.650404,みなとみらい線　元町・中華街駅,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/23 13:57,,2018/10/23 14:10,,,2018/10/23 13:49,0:00:00,0:00:00,,00,15,,,,,
-,☆,13,2018/10/23 13:57,5765,まちかど設置端末（店舗から）,0,1202,5,1,2018/10/23 13:58,,,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/23 14:06,,2018/10/23 14:14,,,2018/10/23 13:57,0:00:00,0:00:00,,00,08,,,,,
-,-,14,2018/10/23 14:03,5767,まちかど設置端末（店舗から）,0,449,1,2,,2018/10/23 14:11,2018/10/23 14:16,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.456605 139.635327,横浜ベイホテル東急,2018/10/23 14:09,2018/10/23 14:09,2018/10/23 14:18,2018/10/23 14:18,,2018/10/23 14:03,0:04:12,0:08:24,452,02,08,05,05,,,
-,-,14,2018/10/23 14:05,5768,乗客アプリ（簡単予約）,1396,1227,7,2,,2018/10/23 14:10,2018/10/23 14:20,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/23 14:09,2018/10/23 14:09,2018/10/23 14:24,2018/10/23 14:24,,2018/10/23 14:05,0:10:20,0:20:40,,00,04,,,,,
-,-,14,2018/10/23 14:06,5769,まちかど設置端末（店舗から）,0,1242,6,1,,2018/10/23 14:09,2018/10/23 14:16,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/23 14:10,2018/10/23 14:10,2018/10/23 14:19,2018/10/23 14:19,,2018/10/23 14:06,0:06:32,0:06:32,,00,03,,,,,
-,-,14,2018/10/23 14:09,5770,乗客アプリ（目的地から）,1328,903,3,1,,2018/10/23 14:14,2018/10/23 14:42,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.441441 139.648505,横浜中華街朱雀門,2018/10/23 14:17,2018/10/23 14:19,2018/10/23 14:34,2018/10/23 14:49,,2018/10/23 14:09,0:27:26,0:27:26,,00,05,,,,,
-,-,14,2018/10/23 14:09,5771,まちかど設置端末（店舗から）,0,762,2,1,,2018/10/23 14:10,2018/10/23 14:16,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/23 14:11,2018/10/23 14:11,2018/10/23 14:19,2018/10/23 14:19,,2018/10/23 14:09,0:05:30,0:05:30,,00,01,,,,,
-,-,14,2018/10/23 14:09,5772,乗客アプリ（目的地から）,3162,606,3,1,,2018/10/23 14:14,2018/10/23 14:30,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/23 14:17,2018/10/23 14:18,2018/10/23 14:33,2018/10/23 14:41,,2018/10/23 14:09,0:16:04,0:16:04,,00,05,,,,,
-,-,14,2018/10/23 14:09,5773,乗客アプリ（目的地から）,1742,612,3,1,,2018/10/23 14:14,2018/10/23 14:22,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443908 139.635249,イセザキ・モール,2018/10/23 14:18,2018/10/23 14:18,2018/10/23 14:31,2018/10/23 14:31,,2018/10/23 14:09,0:07:30,0:07:30,,00,05,,,,,
-,-,14,2018/10/23 14:14,5774,まちかど設置端末（地図から）,0,1182,10,3,,2018/10/23 14:16,2018/10/23 14:21,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.454389 139.630904,横浜ランドマークタワー,2018/10/23 14:15,2018/10/23 14:15,2018/10/23 14:26,2018/10/23 14:26,,2018/10/23 14:14,0:04:39,0:13:57,,00,02,,,,,
-,-,14,2018/10/23 14:20,5775,乗客アプリ（地図から）,3775,988,5,3,,2018/10/23 14:27,2018/10/23 14:30,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.441002 139.650809,横浜元町ショッピングストリート,2018/10/23 14:27,2018/10/23 14:27,2018/10/23 14:33,2018/10/23 14:33,,2018/10/23 14:20,0:03:27,0:10:21,,00,06,,,,,
-,-,14,2018/10/23 14:23,5777,乗客アプリ（地図から）,1339,1116,8,1,,2018/10/23 14:30,2018/10/23 14:41,35.443908 139.635249,イセザキ・モール,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/23 14:31,2018/10/23 14:31,2018/10/23 14:43,2018/10/23 14:43,,2018/10/23 14:23,0:10:54,0:10:54,,00,06,,,,,
-,-,14,2018/10/23 14:25,5778,乗客アプリ（目的地から）,2051,1194,6,1,,2018/10/23 14:29,2018/10/23 14:45,35.44291 139.650404,みなとみらい線　元町・中華街駅,35.456605 139.635327,横浜ベイホテル東急,2018/10/23 14:33,2018/10/23 14:33,2018/10/23 14:49,2018/10/23 14:49,,2018/10/23 14:25,0:15:42,0:15:42,,00,04,,,,,
-,-,14,2018/10/23 14:28,5779,乗客アプリ（地図から）,3744,1262,4,1,,2018/10/23 14:31,2018/10/23 14:41,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/23 14:32,2018/10/23 14:32,2018/10/23 14:47,2018/10/23 14:47,,2018/10/23 14:28,0:09:34,0:09:34,,00,03,,,,,
-,-,14,2018/10/23 14:32,5782,乗客アプリ（目的地から）,1663,377,6,1,,2018/10/23 14:34,2018/10/23 14:42,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/23 14:38,2018/10/23 14:38,2018/10/23 14:48,2018/10/23 14:48,,2018/10/23 14:32,0:07:23,0:07:23,,00,02,,,,,
-,-,14,2018/10/23 14:32,5783,乗客アプリ（目的地から）,3782,469,3,2,,2018/10/23 14:35,2018/10/23 14:48,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/23 14:35,2018/10/23 14:35,2018/10/23 14:51,2018/10/23 14:51,,2018/10/23 14:32,0:12:29,0:24:58,,00,03,,,,,
-,-,14,2018/10/23 14:37,5784,まちかど設置端末（地図から）,0,380,8,2,,2018/10/23 14:41,2018/10/23 14:54,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/10/23 14:44,2018/10/23 14:44,2018/10/23 14:50,2018/10/23 14:57,,2018/10/23 14:37,0:13:24,0:26:48,,00,04,,,,,
-,-,14,2018/10/23 14:39,5785,乗客アプリ（目的地から）,1751,1249,7,1,,2018/10/23 14:42,2018/10/23 14:53,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.450447 139.635947,みなとみらい線　馬車道駅,2018/10/23 14:43,2018/10/23 14:43,2018/10/23 14:51,2018/10/23 14:55,,2018/10/23 14:39,0:11:35,0:11:35,,00,03,,,,,
-,-,14,2018/10/23 14:39,5786,乗客アプリ（地図から）,2424,977,8,1,,2018/10/23 14:53,2018/10/23 15:00,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/10/23 14:50,2018/10/23 14:50,2018/10/23 14:56,2018/10/23 14:56,,2018/10/23 14:39,0:06:20,0:06:20,,03,14,,,,,
-,-,14,2018/10/23 14:39,5787,まちかど設置端末（地図から）,0,1119,7,1,,2018/10/23 14:47,2018/10/23 15:01,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/10/23 14:49,2018/10/23 14:49,2018/10/23 15:02,2018/10/23 15:03,,2018/10/23 14:39,0:13:31,0:13:31,,00,08,,,,,
-,-,14,2018/10/23 14:48,5788,まちかど設置端末（地図から）,0,1031,4,1,,2018/10/23 14:53,2018/10/23 15:03,35.443073 139.651914,横浜人形の家,35.448676 139.635696,横浜平和プラザホテル,2018/10/23 14:51,2018/10/23 14:51,2018/10/23 15:02,2018/10/23 15:02,,2018/10/23 14:48,0:09:57,0:09:57,,01,04,,,,,
-,-,14,2018/10/23 14:49,5789,乗客アプリ（目的地から）,3781,628,7,3,,2018/10/23 15:01,2018/10/23 15:19,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/23 15:01,2018/10/23 15:01,2018/10/23 15:20,2018/10/23 15:20,,2018/10/23 14:49,0:17:23,0:52:09,,00,11,,,,,
-,-,14,2018/10/23 14:51,5790,乗客アプリ（簡単予約）,1396,361,10,2,,2018/10/23 14:52,2018/10/23 15:04,35.452963 139.642093,横浜赤レンガ倉庫,35.443908 139.635249,イセザキ・モール,2018/10/23 14:52,2018/10/23 14:52,2018/10/23 15:03,2018/10/23 15:03,,2018/10/23 14:51,0:12:09,0:24:18,,00,01,,,,,
-,-,14,2018/10/23 14:52,5791,まちかど設置端末（地図から）,0,778,6,5,,2018/10/23 14:58,2018/10/23 15:10,35.447541 139.644914,シルク博物館,35.443908 139.635249,イセザキ・モール,2018/10/23 14:57,2018/10/23 14:57,2018/10/23 15:09,2018/10/23 15:19,,2018/10/23 14:52,0:12:25,1:02:05,,00,05,,,,,
-,-,14,2018/10/23 14:56,5792,乗客アプリ（目的地から）,3797,403,10,2,,2018/10/23 15:02,2018/10/23 15:12,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.45435 139.631762,横浜ロイヤルパークホテル,2018/10/23 15:00,2018/10/23 15:00,2018/10/23 15:15,2018/10/23 15:15,,2018/10/23 14:56,0:10:11,0:20:22,,01,05,,,,,
-,-,14,2018/10/23 14:58,5793,まちかど設置端末（地図から）,0,1209,6,1,,2018/10/23 15:04,2018/10/23 15:18,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.441002 139.650809,横浜元町ショッピングストリート,2018/10/23 15:09,2018/10/23 15:09,2018/10/23 15:29,2018/10/23 15:29,,2018/10/23 14:58,0:13:15,0:13:15,,00,06,,,,,
-,-,14,2018/10/23 14:59,5794,まちかど設置端末（地図から）,0,530,8,1,,2018/10/23 15:07,2018/10/23 15:34,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441002 139.650809,横浜元町ショッピングストリート,2018/10/23 15:05,2018/10/23 15:06,2018/10/23 15:22,2018/10/23 15:31,,2018/10/23 14:59,0:26:46,0:26:46,,01,08,,,,,
★,☆,14,2018/10/23 13:22,5748,乗客アプリ（目的地から）,3765,993,9,1,2018/10/23 13:22,,,35.441002 139.650809,横浜元町ショッピングストリート,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/23 14:22,,2018/10/23 14:35,,2018/10/23 14:22,2018/10/23 14:22,0:00:00,0:00:00,,00,00,,,,,
-,☆,14,2018/10/23 14:23,5776,乗客アプリ（目的地から）,3762,790,6,3,2018/10/23 14:29,,,35.44291 139.650404,みなとみらい線　元町・中華街駅,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/23 14:33,,2018/10/23 14:46,,,2018/10/23 14:23,0:00:00,0:00:00,,00,10,,,,,
-,☆,14,2018/10/23 14:31,5780,乗客アプリ（目的地から）,3782,770,6,1,2018/10/23 14:31,,,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/23 14:37,,2018/10/23 14:55,,,2018/10/23 14:31,0:00:00,0:00:00,,00,05,,,,,
-,-,15,2018/10/23 15:03,5796,乗客アプリ（目的地から）,1663,904,8,1,,2018/10/23 15:14,2018/10/23 15:22,35.450681 139.632446,横浜桜木町ワシントンホテル,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/23 15:12,2018/10/23 15:12,2018/10/23 15:22,2018/10/23 15:22,,2018/10/23 15:03,0:07:16,0:07:16,238,02,10,06,05,,,
-,-,15,2018/10/23 15:04,5797,乗客アプリ（地図から）,1751,1275,9,1,,2018/10/23 15:08,2018/10/23 15:12,35.450447 139.635947,みなとみらい線　馬車道駅,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/23 15:07,2018/10/23 15:09,2018/10/23 15:15,2018/10/23 15:18,,2018/10/23 15:04,0:03:40,0:03:40,,00,04,,,,,
-,-,15,2018/10/23 15:06,5798,まちかど設置端末（地図から）,0,937,5,1,,2018/10/23 15:08,2018/10/23 15:18,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/10/23 15:07,2018/10/23 15:07,2018/10/23 15:20,2018/10/23 15:20,,2018/10/23 15:06,0:10:31,0:10:31,,00,02,,,,,
-,-,15,2018/10/23 15:06,5799,乗客アプリ（地図から）,1949,1208,9,1,,2018/10/23 15:14,2018/10/23 15:26,35.445783 139.642958,横浜情報文化センター,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/10/23 15:15,2018/10/23 15:15,2018/10/23 15:34,2018/10/23 15:34,,2018/10/23 15:06,0:11:13,0:11:13,,00,08,,,,,
-,-,15,2018/10/23 15:08,5800,乗客アプリ（地図から）,2424,350,7,1,,2018/10/23 15:13,2018/10/23 15:21,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/23 15:16,2018/10/23 15:16,2018/10/23 15:27,2018/10/23 15:27,,2018/10/23 15:08,0:07:22,0:07:22,,00,05,,,,,
-,-,15,2018/10/23 15:08,5801,乗客アプリ（地図から）,2051,1018,10,1,,2018/10/23 15:14,2018/10/23 15:35,35.456605 139.635327,横浜ベイホテル東急,35.441441 139.648505,横浜中華街朱雀門,2018/10/23 15:15,2018/10/23 15:15,2018/10/23 15:28,2018/10/23 15:28,,2018/10/23 15:08,0:21:00,0:21:00,,00,06,,,,,
-,-,15,2018/10/23 15:08,5802,乗客アプリ（目的地から）,3782,345,2,2,,2018/10/23 15:10,2018/10/23 15:19,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/23 15:11,2018/10/23 15:11,2018/10/23 15:21,2018/10/23 15:21,,2018/10/23 15:08,0:09:07,0:18:14,,00,01,,,,,
★,-,15,2018/10/23 15:12,5803,まちかど設置端末（店舗から）,0,1246,2,3,,2018/10/23 15:36,2018/10/23 15:45,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/10/23 15:42,2018/10/23 15:42,2018/10/23 15:53,2018/10/23 15:53,2018/10/23 15:42,2018/10/23 15:42,0:08:35,0:25:45,,00,00,,,,,
-,-,15,2018/10/23 15:16,5806,まちかど設置端末（地図から）,0,1071,1,1,,2018/10/23 15:37,2018/10/23 15:37,35.448801 139.636702,ホテルルートイン横浜馬車道,35.456605 139.635327,横浜ベイホテル東急,2018/10/23 15:21,2018/10/23 15:21,2018/10/23 15:29,2018/10/23 15:29,,2018/10/23 15:16,0:00:07,0:00:07,,16,21,,,,,
-,-,15,2018/10/23 15:16,5807,乗客アプリ（目的地から）,2160,694,8,1,,2018/10/23 15:22,2018/10/23 15:28,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443073 139.651914,横浜人形の家,2018/10/23 15:24,2018/10/23 15:24,2018/10/23 15:32,2018/10/23 15:32,,2018/10/23 15:16,0:06:03,0:06:03,,00,05,,,,,
-,-,15,2018/10/23 15:17,5808,乗客アプリ（簡単予約）,3814,449,10,1,,2018/10/23 15:25,2018/10/23 15:33,35.450681 139.632446,横浜桜木町ワシントンホテル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/23 15:25,2018/10/23 15:25,2018/10/23 15:35,2018/10/23 15:35,,2018/10/23 15:17,0:07:28,0:07:28,,00,08,,,,,
-,-,15,2018/10/23 15:24,5809,乗客アプリ（目的地から）,3394,1269,3,1,,2018/10/23 15:27,2018/10/23 15:35,35.453715 139.638133,横浜ワールドポーターズ,35.441002 139.650809,横浜元町ショッピングストリート,2018/10/23 15:26,2018/10/23 15:26,2018/10/23 15:40,2018/10/23 15:40,,2018/10/23 15:24,0:08:09,0:08:09,,00,03,,,,,
-,-,15,2018/10/23 15:33,5811,乗客アプリ（地図から）,2478,784,4,3,,2018/10/23 15:38,2018/10/23 15:47,35.448801 139.636702,ホテルルートイン横浜馬車道,35.441002 139.650809,横浜元町ショッピングストリート,2018/10/23 15:38,2018/10/23 15:38,2018/10/23 15:50,2018/10/23 15:49,,2018/10/23 15:33,0:09:36,0:28:48,,00,04,,,,,
-,-,15,2018/10/23 15:38,5812,まちかど設置端末（店舗から）,0,1280,9,2,,2018/10/23 15:47,2018/10/23 15:52,35.450681 139.632446,横浜桜木町ワシントンホテル,35.445783 139.642958,横浜情報文化センター,2018/10/23 15:45,2018/10/23 15:45,2018/10/23 15:54,2018/10/23 15:54,,2018/10/23 15:38,0:05:10,0:10:20,,01,09,,,,,
-,-,15,2018/10/23 15:38,5813,まちかど設置端末（地図から）,0,956,4,1,,2018/10/23 15:48,2018/10/23 16:00,35.441002 139.650809,横浜元町ショッピングストリート,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/23 15:49,2018/10/23 15:49,2018/10/23 16:07,2018/10/23 16:07,,2018/10/23 15:38,0:12:15,0:12:15,,00,09,,,,,
-,-,15,2018/10/23 15:38,5814,乗客アプリ（目的地から）,3819,326,7,2,,2018/10/23 15:41,2018/10/23 15:46,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.453715 139.638133,横浜ワールドポーターズ,2018/10/23 15:41,2018/10/23 15:41,2018/10/23 15:52,2018/10/23 15:52,,2018/10/23 15:38,0:05:18,0:10:36,,00,02,,,,,
-,-,15,2018/10/23 15:41,5815,まちかど設置端末（地図から）,0,639,8,1,,2018/10/23 15:47,2018/10/23 15:54,35.454389 139.630904,横浜ランドマークタワー,35.445783 139.642958,横浜情報文化センター,2018/10/23 15:49,2018/10/23 15:49,2018/10/23 15:57,2018/10/23 15:57,,2018/10/23 15:41,0:07:17,0:07:17,,00,06,,,,,
-,-,15,2018/10/23 15:41,5816,まちかど設置端末（地図から）,0,404,1,4,,2018/10/23 15:50,2018/10/23 15:56,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.456605 139.635327,横浜ベイホテル東急,2018/10/23 15:54,2018/10/23 15:54,2018/10/23 16:05,2018/10/23 16:05,,2018/10/23 15:41,0:05:32,0:22:08,,00,09,,,,,
-,-,15,2018/10/23 15:42,5817,まちかど設置端末（店舗から）,0,343,3,2,,2018/10/23 15:46,2018/10/23 15:51,35.445783 139.642958,横浜情報文化センター,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/23 15:45,2018/10/23 15:45,2018/10/23 15:54,2018/10/23 15:54,,2018/10/23 15:42,0:04:43,0:09:26,,01,04,,,,,
-,-,15,2018/10/23 15:52,5818,乗客アプリ（目的地から）,2530,869,10,1,,2018/10/23 16:00,2018/10/23 16:05,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/10/23 16:00,2018/10/23 16:00,2018/10/23 16:09,2018/10/23 16:09,,2018/10/23 15:52,0:05:10,0:05:10,,00,07,,,,,
-,-,15,2018/10/23 15:58,5819,乗客アプリ（地図から）,2424,1069,4,1,,2018/10/23 16:01,2018/10/23 16:06,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.453715 139.638133,横浜ワールドポーターズ,2018/10/23 16:02,2018/10/23 16:02,2018/10/23 16:12,2018/10/23 16:07,,2018/10/23 15:58,0:05:28,0:05:28,,00,02,,,,,
★,☆,15,2018/10/23 14:32,5781,乗客アプリ（地図から）,1265,833,8,1,2018/10/23 14:32,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/23 15:02,,2018/10/23 15:07,,2018/10/23 15:02,2018/10/23 15:02,0:00:00,0:00:00,,00,00,,,,,
-,☆,15,2018/10/23 15:03,5795,乗客アプリ（地図から）,2424,990,8,1,2018/10/23 15:03,,,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/23 15:11,,2018/10/23 15:17,,,2018/10/23 15:03,0:00:00,0:00:00,,00,07,,,,,
-,☆,15,2018/10/23 15:16,5805,乗客アプリ（地図から）,2400,771,9,1,2018/10/23 15:40,,,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/23 15:21,,2018/10/23 15:29,,,2018/10/23 15:16,0:00:00,0:00:00,,00,23,,,,,
-,☆,15,2018/10/23 15:27,5810,乗客アプリ（地図から）,2424,1080,7,1,2018/10/23 15:27,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.453715 139.638133,横浜ワールドポーターズ,2018/10/23 15:29,,2018/10/23 15:40,,,2018/10/23 15:27,0:00:00,0:00:00,,00,02,,,,,
-,-,16,2018/10/23 16:00,5820,まちかど設置端末（地図から）,0,375,8,1,,2018/10/23 16:03,2018/10/23 16:13,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.447541 139.644914,シルク博物館,2018/10/23 16:02,2018/10/23 16:02,2018/10/23 16:13,2018/10/23 16:13,,2018/10/23 16:00,0:09:49,0:09:49,340,01,03,03,03,,,
-,-,16,2018/10/23 16:01,5821,まちかど設置端末（地図から）,0,403,6,1,,2018/10/23 16:05,2018/10/23 16:10,35.445783 139.642958,横浜情報文化センター,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/23 16:07,2018/10/23 16:07,2018/10/23 16:15,2018/10/23 16:15,,2018/10/23 16:01,0:04:49,0:04:49,,00,04,,,,,
-,-,16,2018/10/23 16:03,5822,乗客アプリ（目的地から）,3819,969,4,2,,2018/10/23 16:11,2018/10/23 16:17,35.453715 139.638133,横浜ワールドポーターズ,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/23 16:07,2018/10/23 16:07,2018/10/23 16:18,2018/10/23 16:18,,2018/10/23 16:03,0:05:35,0:11:10,,03,07,,,,,
-,-,16,2018/10/23 16:13,5823,乗客アプリ（地図から）,1569,374,9,1,,2018/10/23 16:16,2018/10/23 16:25,35.450681 139.632446,横浜桜木町ワシントンホテル,35.453715 139.638133,横浜ワールドポーターズ,2018/10/23 16:16,2018/10/23 16:16,2018/10/23 16:23,2018/10/23 16:23,,2018/10/23 16:13,0:09:00,0:09:00,,00,02,,,,,
