,,,日時,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,,
-,-,13,2018/10/13 13:34,2864,乗客アプリ（目的地から）,2569,514,6,4,,2018/10/13 13:42,2018/10/13 13:57,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/13 13:46,2018/10/13 13:46,2018/10/13 14:24,2018/10/13 14:24,,2018/10/13 13:34,0:14:39,0:58:36,,00,07,,,,
-,-,13,2018/10/13 13:35,2865,街角設置端末（地図から）,0,1007,4,1,,2018/10/13 13:39,2018/10/13 13:45,35.454389 139.630904,横浜ランドマークタワー,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/13 13:45,2018/10/13 13:45,2018/10/13 13:56,2018/10/13 13:56,,2018/10/13 13:35,0:05:59,0:05:59,,00,04,,,,
-,-,13,2018/10/13 13:37,2867,乗客アプリ（地図から）,1769,639,1,2,,2018/10/13 13:41,2018/10/13 13:48,35.452963 139.642093,横浜赤レンガ倉庫,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/13 13:43,2018/10/13 13:43,2018/10/13 14:01,2018/10/13 14:01,,2018/10/13 13:37,0:07:46,0:15:32,,00,03,,,,
-,-,13,2018/10/13 13:44,2868,乗客アプリ（地図から）,1569,1294,5,1,,2018/10/13 13:47,2018/10/13 14:04,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/10/13 13:54,2018/10/13 13:54,2018/10/13 14:05,2018/10/13 14:05,,2018/10/13 13:44,0:16:37,0:16:37,,00,03,,,,
-,-,13,2018/10/13 13:44,2869,街角設置端末（店舗から）,0,681,3,4,,2018/10/13 13:55,2018/10/13 14:00,35.456605 139.635327,横浜ベイホテル東急,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/13 13:56,2018/10/13 13:56,2018/10/13 14:11,2018/10/13 14:11,,2018/10/13 13:44,0:05:26,0:21:44,,00,10,,,,
-,-,13,2018/10/13 13:45,2870,街角設置端末（店舗から）,0,798,7,2,,2018/10/13 13:55,2018/10/13 14:01,35.456605 139.635327,横浜ベイホテル東急,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/13 13:54,2018/10/13 13:54,2018/10/13 14:06,2018/10/13 14:06,,2018/10/13 13:45,0:06:04,0:12:08,,01,09,,,,
★,☆,13,2018/10/13 12:42,2838,乗客アプリ（目的地から）,2569,1208,3,4,2018/10/13 13:21,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/13 13:40,,2018/10/13 14:04,,2018/10/13 13:40,2018/10/13 13:40,0:00:00,0:00:00,,00,00,,,,
★,☆,13,2018/10/13 12:59,2842,街角設置端末（店舗から）,0,1201,4,3,2018/10/13 13:00,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/13 13:57,,2018/10/13 14:00,,2018/10/13 13:57,2018/10/13 13:57,0:00:00,0:00:00,,00,00,,,,
-,☆,13,2018/10/13 13:04,2844,乗客アプリ（地図から）,2668,660,1,1,2018/10/13 13:13,,,35.452963 139.642093,横浜赤レンガ倉庫,35.454389 139.630904,横浜ランドマークタワー,2018/10/13 13:11,,2018/10/13 13:30,,,2018/10/13 13:04,0:00:00,0:00:00,,00,08,,,,
-,☆,13,2018/10/13 13:15,2847,街角設置端末（地図から）,0,462,4,1,2018/10/13 13:15,,,35.45435 139.631762,横浜ロイヤルパークホテル,35.454389 139.630904,横浜ランドマークタワー,2018/10/13 13:20,,2018/10/13 13:25,,,2018/10/13 13:15,0:00:00,0:00:00,,00,04,,,,
-,☆,13,2018/10/13 13:16,2849,乗客アプリWeb（目的地から）,2603,636,6,2,2018/10/13 13:28,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443659 139.650847,横浜マリンタワー,2018/10/13 13:27,,2018/10/13 13:51,,,2018/10/13 13:16,0:00:00,0:00:00,,00,12,,,,
★,☆,13,2018/10/13 13:22,2851,乗客アプリ（目的地から）,2569,1141,6,4,2018/10/13 13:34,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/13 13:40,,2018/10/13 14:17,,2018/10/13 13:40,2018/10/13 13:40,0:00:00,0:00:00,,00,00,,,,
-,☆,13,2018/10/13 13:30,2858,街角設置端末（店舗から）,0,870,3,1,2018/10/13 13:31,,,35.44291 139.650404,みなとみらい線　元町・中華街駅,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/10/13 13:52,,2018/10/13 14:05,,,2018/10/13 13:30,0:00:00,0:00:00,,00,22,,,,
★,☆,13,2018/10/13 13:31,2861,乗客アプリ（地図から）,1569,469,3,1,2018/10/13 13:33,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/13 13:56,,2018/10/13 14:12,,2018/10/13 13:35,2018/10/13 13:35,0:00:00,0:00:00,,00,,,,,"※86,87行と同一人物と思われるため一番短いものを採用"
-,☆,13,2018/10/13 13:33,2863,乗客アプリ（地図から）,1569,806,3,1,2018/10/13 13:34,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/13 13:55,,2018/10/13 14:10,,,2018/10/13 13:33,0:00:00,0:00:00,,00,,,,,"※85,87行と同一人物と思われるため一番短いものを採用"
-,☆,13,2018/10/13 13:35,2866,乗客アプリ（地図から）,1569,1074,3,1,2018/10/13 13:43,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/13 13:54,,2018/10/13 14:10,,,2018/10/13 13:35,0:00:00,0:00:00,,00,18,,,,"※86,87行と同一人物と思われるため一番短いものを採用"
★,-,14,2018/10/13 13:55,2871,乗客アプリ（地図から）,2550,706,1,1,,2018/10/13 14:00,2018/10/13 14:12,35.456605 139.635327,横浜ベイホテル東急,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/13 14:03,2018/10/13 14:03,2018/10/13 14:19,2018/10/13 14:19,2018/10/13 14:02,2018/10/13 14:02,0:12:05,0:12:05,443,00,00,07,04,,
-,-,14,2018/10/13 14:00,2872,乗客アプリ（地図から）,2646,1171,8,1,,2018/10/13 14:04,2018/10/13 14:09,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/13 14:06,2018/10/13 14:07,2018/10/13 14:17,2018/10/13 14:18,,2018/10/13 14:00,0:05:36,0:05:36,,00,03,,,,
-,-,14,2018/10/13 14:00,2873,乗客アプリ（地図から）,2647,482,8,1,,2018/10/13 14:04,2018/10/13 14:09,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/13 14:06,2018/10/13 14:06,2018/10/13 14:18,2018/10/13 14:18,,2018/10/13 14:00,0:05:19,0:05:19,,00,04,,,,
★,-,14,2018/10/13 14:08,2874,乗客アプリ（地図から）,1440,699,3,2,,2018/10/13 14:23,2018/10/13 14:36,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.443908 139.635249,イセザキ・モール,2018/10/13 14:25,2018/10/13 14:25,2018/10/13 14:48,2018/10/13 14:48,2018/10/13 14:25,2018/10/13 14:25,0:12:50,0:25:40,,00,00,,,,
-,-,14,2018/10/13 14:09,2875,乗客アプリ（目的地から）,1751,330,9,1,,2018/10/13 14:26,2018/10/13 14:46,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/13 14:17,2018/10/13 14:19,2018/10/13 14:39,2018/10/13 14:42,,2018/10/13 14:09,0:20:30,0:20:30,,08,16,,,,
-,-,14,2018/10/13 14:12,2876,乗客アプリ（目的地から）,2335,1142,9,1,,2018/10/13 14:26,2018/10/13 14:35,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.454389 139.630904,横浜ランドマークタワー,2018/10/13 14:17,2018/10/13 14:18,2018/10/13 14:25,2018/10/13 14:26,,2018/10/13 14:12,0:09:43,0:09:43,,08,13,,,,
-,-,14,2018/10/13 14:12,2877,街角設置端末（店舗から）,0,692,7,3,,2018/10/13 14:23,2018/10/13 14:30,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/13 14:19,2018/10/13 14:19,2018/10/13 14:36,2018/10/13 14:36,,2018/10/13 14:12,0:06:43,0:20:09,,04,10,,,,
-,-,14,2018/10/13 14:13,2878,街角設置端末（地図から）,0,1062,9,1,,2018/10/13 14:25,2018/10/13 14:51,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443659 139.650847,横浜マリンタワー,2018/10/13 14:18,2018/10/13 14:18,2018/10/13 14:51,2018/10/13 14:51,,2018/10/13 14:13,0:25:26,0:25:26,,07,12,,,,
-,-,14,2018/10/13 14:14,2879,街角設置端末（店舗から）,0,737,6,3,,2018/10/13 14:22,2018/10/13 14:36,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/13 14:22,2018/10/13 14:24,2018/10/13 14:39,2018/10/13 14:52,,2018/10/13 14:14,0:13:19,0:39:57,,00,08,,,,
-,-,14,2018/10/13 14:21,2882,乗客アプリ（目的地から）,2141,624,10,1,,2018/10/13 14:24,2018/10/13 14:40,35.450681 139.632446,横浜桜木町ワシントンホテル,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/13 14:23,2018/10/13 14:23,2018/10/13 14:37,2018/10/13 14:37,,2018/10/13 14:21,0:16:00,0:16:00,,01,03,,,,
-,-,14,2018/10/13 14:24,2883,乗客アプリ（目的地から）,2621,679,4,2,,2018/10/13 14:31,2018/10/13 14:41,35.452963 139.642093,横浜赤レンガ倉庫,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/10/13 14:29,2018/10/13 14:34,2018/10/13 14:40,2018/10/13 14:47,,2018/10/13 14:24,0:09:58,0:19:56,,02,07,,,,
-,-,14,2018/10/13 14:25,2884,乗客アプリ（地図から）,2424,606,5,1,,2018/10/13 14:30,2018/10/13 14:36,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/10/13 14:37,2018/10/13 14:37,2018/10/13 14:46,2018/10/13 14:46,,2018/10/13 14:25,0:05:55,0:05:55,,00,04,,,,
-,-,14,2018/10/13 14:25,2885,乗客アプリ（簡単予約）,1668,510,8,1,,2018/10/13 14:39,2018/10/13 14:43,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.450447 139.635947,みなとみらい線　馬車道駅,2018/10/13 14:47,2018/10/13 14:48,2018/10/13 14:59,2018/10/13 15:00,,2018/10/13 14:25,0:04:18,0:04:18,,00,13,,,,
-,-,14,2018/10/13 14:27,2886,乗客アプリ（地図から）,2342,450,10,1,,2018/10/13 14:37,2018/10/13 15:10,35.443073 139.651914,横浜人形の家,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/13 14:39,2018/10/13 14:39,2018/10/13 15:05,2018/10/13 15:05,,2018/10/13 14:27,0:33:53,0:33:53,,00,09,,,,
-,-,14,2018/10/13 14:29,2888,街角設置端末（地図から）,0,335,4,2,,2018/10/13 14:31,2018/10/13 14:36,35.452963 139.642093,横浜赤レンガ倉庫,35.453715 139.638133,横浜ワールドポーターズ,2018/10/13 14:33,2018/10/13 14:33,2018/10/13 14:40,2018/10/13 14:39,,2018/10/13 14:29,0:05:00,0:10:00,,00,01,,,,
-,-,14,2018/10/13 14:35,2892,街角設置端末（店舗から）,0,672,8,5,,2018/10/13 14:40,2018/10/13 14:47,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.453715 139.638133,横浜ワールドポーターズ,2018/10/13 14:46,2018/10/13 14:46,2018/10/13 15:08,2018/10/13 15:08,,2018/10/13 14:35,0:06:29,0:32:25,,00,05,,,,
-,-,14,2018/10/13 14:37,2893,街角設置端末（店舗から）,0,915,6,2,,2018/10/13 14:41,2018/10/13 14:47,35.448801 139.636702,ホテルルートイン横浜馬車道,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/13 14:42,2018/10/13 14:42,2018/10/13 14:53,2018/10/13 14:53,,2018/10/13 14:37,0:06:13,0:12:26,,00,04,,,,
-,-,14,2018/10/13 14:43,2894,乗客アプリ（地図から）,2677,354,5,1,,2018/10/13 14:53,2018/10/13 15:02,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/10/13 15:01,2018/10/13 15:01,2018/10/13 15:15,2018/10/13 15:15,,2018/10/13 14:43,0:09:22,0:09:22,,00,10,,,,
-,-,14,2018/10/13 14:48,2897,街角設置端末（店舗から）,0,414,1,3,,2018/10/13 14:56,2018/10/13 15:02,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.456605 139.635327,横浜ベイホテル東急,2018/10/13 14:58,2018/10/13 14:58,2018/10/13 15:12,2018/10/13 15:12,,2018/10/13 14:48,0:06:15,0:18:45,,00,08,,,,
-,-,14,2018/10/13 14:49,2899,乗客アプリ（目的地から）,2665,512,6,2,,2018/10/13 14:52,2018/10/13 15:07,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/13 14:51,2018/10/13 14:51,2018/10/13 15:07,2018/10/13 15:07,,2018/10/13 14:49,0:15:39,0:31:18,,00,02,,,,
-,-,14,2018/10/13 14:50,2901,乗客アプリ（目的地から）,1668,704,7,1,,2018/10/13 14:56,2018/10/13 15:01,35.450447 139.635947,みなとみらい線　馬車道駅,35.445783 139.642958,横浜情報文化センター,2018/10/13 14:56,2018/10/13 14:56,2018/10/13 15:04,2018/10/13 15:04,,2018/10/13 14:50,0:04:21,0:04:21,,00,05,,,,
-,-,14,2018/10/13 14:59,2902,乗客アプリ（地図から）,1727,359,9,1,,2018/10/13 15:02,2018/10/13 15:16,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443908 139.635249,イセザキ・モール,2018/10/13 15:06,2018/10/13 15:06,2018/10/13 15:33,2018/10/13 15:33,,2018/10/13 14:59,0:14:17,0:14:17,,00,03,,,,
-,-,14,2018/10/13 14:59,2903,乗客アプリ（目的地から）,2670,498,1,4,,2018/10/13 15:03,2018/10/13 15:14,35.456605 139.635327,横浜ベイホテル東急,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/13 15:09,2018/10/13 15:09,2018/10/13 15:27,2018/10/13 15:27,,2018/10/13 14:59,0:11:13,0:44:52,,00,04,,,,
-,-,14,2018/10/13 14:59,2904,街角設置端末（店舗から）,0,1177,6,2,,2018/10/13 15:03,2018/10/13 15:14,35.453715 139.638133,横浜ワールドポーターズ,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/13 15:04,2018/10/13 15:04,2018/10/13 15:24,2018/10/13 15:24,,2018/10/13 14:59,0:10:46,0:21:32,,00,04,,,,
★,☆,14,2018/10/13 13:15,2846,街角設置端末（店舗から）,0,1173,4,3,2018/10/13 14:03,,,35.456605 139.635327,横浜ベイホテル東急,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/13 14:00,,2018/10/13 14:18,,2018/10/13 14:00,2018/10/13 14:00,0:00:00,0:00:00,,00,03,,,,
★,☆,14,2018/10/13 14:16,2881,乗客アプリ（地図から）,1340,548,6,1,2018/10/13 14:30,,,35.448801 139.636702,ホテルルートイン横浜馬車道,35.456605 139.635327,横浜ベイホテル東急,2018/10/13 14:45,,2018/10/13 15:01,,2018/10/13 14:45,2018/10/13 14:45,0:00:00,0:00:00,,00,00,,,,
-,☆,14,2018/10/13 14:29,2887,街角設置端末（地図から）,0,667,4,6,2018/10/13 14:29,,,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,2018/10/13 14:53,,2018/10/13 15:11,,,2018/10/13 14:29,0:00:00,0:00:00,,00,24,,,,
-,☆,14,2018/10/13 14:30,2889,街角設置端末（店舗から）,0,816,7,2,2018/10/13 14:31,,,35.443704 139.651332,ホテルメルパルク横浜,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/13 14:45,,2018/10/13 15:04,,,2018/10/13 14:30,0:00:00,0:00:00,,00,15,,,,
-,☆,14,2018/10/13 14:47,2896,乗客アプリ（地図から）,1569,1120,7,1,2018/10/13 14:48,,,35.448801 139.636702,ホテルルートイン横浜馬車道,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/13 14:49,,2018/10/13 14:57,,,2018/10/13 14:47,0:00:00,0:00:00,,00,01,,,,
★,-,15,2018/10/13 14:32,2891,街角設置端末（地図から）,0,970,4,2,,2018/10/13 15:38,2018/10/13 16:10,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/13 15:39,2018/10/13 15:39,2018/10/13 16:05,2018/10/13 16:03,2018/10/13 15:30,2018/10/13 15:30,0:31:45,1:03:30,669,00,08,09,08,,
★,-,15,2018/10/13 14:44,2895,街角設置端末（店舗から）,0,333,10,1,,2018/10/13 14:58,2018/10/13 15:10,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/13 15:00,2018/10/13 15:00,2018/10/13 15:15,2018/10/13 15:15,2018/10/13 15:00,2018/10/13 15:00,0:12:20,0:12:20,,00,00,,,,
★,-,15,2018/10/13 14:49,2898,乗客アプリ（地図から）,2141,577,9,1,,2018/10/13 15:10,2018/10/13 15:28,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.453715 139.638133,横浜ワールドポーターズ,2018/10/13 15:05,2018/10/13 15:06,2018/10/13 15:17,2018/10/13 15:18,2018/10/13 15:00,2018/10/13 15:00,0:18:25,0:18:25,,04,09,,,,
★,-,15,2018/10/13 14:59,2905,街角設置端末（地図から）,0,727,7,2,,2018/10/13 15:21,2018/10/13 15:33,35.441002 139.650809,横浜元町ショッピングストリート,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/13 15:29,2018/10/13 15:29,2018/10/13 15:48,2018/10/13 15:48,2018/10/13 15:29,2018/10/13 15:29,0:12:14,0:24:28,,00,00,,,,
-,-,15,2018/10/13 15:03,2906,乗客アプリ（地図から）,2424,461,8,1,,2018/10/13 15:12,2018/10/13 15:18,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/13 15:20,2018/10/13 15:21,2018/10/13 15:28,2018/10/13 15:31,,2018/10/13 15:03,0:05:30,0:05:30,,00,09,,,,
-,-,15,2018/10/13 15:03,2907,街角設置端末（地図から）,0,379,2,2,,2018/10/13 15:07,2018/10/13 15:18,35.452963 139.642093,横浜赤レンガ倉庫,35.441441 139.648505,横浜中華街朱雀門,2018/10/13 15:13,2018/10/13 15:13,2018/10/13 15:28,2018/10/13 15:28,,2018/10/13 15:03,0:11:35,0:23:10,,00,03,,,,
-,-,15,2018/10/13 15:11,2910,乗客アプリ（地図から）,1340,1132,5,1,,2018/10/13 15:15,2018/10/13 15:21,35.448801 139.636702,ホテルルートイン横浜馬車道,35.456605 139.635327,横浜ベイホテル東急,2018/10/13 15:15,2018/10/13 15:15,2018/10/13 15:28,2018/10/13 15:28,,2018/10/13 15:11,0:05:22,0:05:22,,00,04,,,,
-,-,15,2018/10/13 15:14,2911,乗客アプリ（地図から）,2129,841,1,1,,2018/10/13 15:20,2018/10/13 15:25,35.447546 139.64358,横浜開港資料館,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/13 15:21,2018/10/13 15:23,2018/10/13 15:28,2018/10/13 15:29,,2018/10/13 15:14,0:05:03,0:05:03,,00,05,,,,
-,-,15,2018/10/13 15:18,2912,乗客アプリ（目的地から）,2596,787,1,3,,2018/10/13 15:31,2018/10/13 15:41,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/13 15:29,2018/10/13 15:29,2018/10/13 15:47,2018/10/13 15:47,,2018/10/13 15:18,0:09:56,0:29:48,,02,13,,,,
-,-,15,2018/10/13 15:20,2914,街角設置端末（店舗から）,0,1017,2,4,,2018/10/13 15:25,2018/10/13 15:32,35.443704 139.651332,ホテルメルパルク横浜,35.453715 139.638133,横浜ワールドポーターズ,2018/10/13 15:23,2018/10/13 15:23,2018/10/13 15:40,2018/10/13 15:40,,2018/10/13 15:20,0:07:37,0:30:28,,01,04,,,,
-,-,15,2018/10/13 15:21,2915,街角設置端末（店舗から）,0,420,3,2,,2018/10/13 15:22,2018/10/13 15:56,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.456605 139.635327,横浜ベイホテル東急,2018/10/13 15:23,2018/10/13 15:23,2018/10/13 15:44,2018/10/13 15:44,,2018/10/13 15:21,0:33:50,1:07:40,,00,01,,,,
-,-,15,2018/10/13 15:21,2916,乗客アプリWeb（目的地から）,2603,1046,9,2,,2018/10/13 15:40,2018/10/13 15:51,35.452963 139.642093,横浜赤レンガ倉庫,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/13 15:31,2018/10/13 15:31,2018/10/13 15:46,2018/10/13 15:46,,2018/10/13 15:21,0:10:47,0:21:34,,09,19,,,,
-,-,15,2018/10/13 15:23,2917,乗客アプリ（地図から）,1310,573,8,1,,2018/10/13 15:26,2018/10/13 15:33,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/13 15:27,2018/10/13 15:27,2018/10/13 15:38,2018/10/13 15:38,,2018/10/13 15:23,0:06:20,0:06:20,,00,03,,,,
-,-,15,2018/10/13 15:24,2918,街角設置端末（店舗から）,0,701,10,2,,2018/10/13 15:33,2018/10/13 15:42,35.448676 139.635696,横浜平和プラザホテル,35.453715 139.638133,横浜ワールドポーターズ,2018/10/13 15:29,2018/10/13 15:32,2018/10/13 15:39,2018/10/13 15:41,,2018/10/13 15:24,0:08:45,0:17:30,,03,09,,,,
-,-,15,2018/10/13 15:29,2921,乗客アプリ（地図から）,1382,730,8,4,,2018/10/13 15:34,2018/10/13 15:46,35.450681 139.632446,横浜桜木町ワシントンホテル,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/10/13 15:35,2018/10/13 15:35,2018/10/13 15:50,2018/10/13 15:58,,2018/10/13 15:29,0:11:27,0:45:48,,00,05,,,,
-,-,15,2018/10/13 15:29,2923,乗客アプリ（地図から）,2141,1106,10,1,,2018/10/13 15:53,2018/10/13 16:02,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.453715 139.638133,横浜ワールドポーターズ,2018/10/13 15:55,2018/10/13 15:56,2018/10/13 16:07,2018/10/13 16:08,,2018/10/13 15:29,0:08:40,0:08:40,,00,23,,,,
-,-,15,2018/10/13 15:30,2924,乗客アプリ（地図から）,1727,824,2,1,,2018/10/13 15:41,2018/10/13 15:49,35.443908 139.635249,イセザキ・モール,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/13 15:40,2018/10/13 15:40,2018/10/13 16:07,2018/10/13 16:07,,2018/10/13 15:30,0:07:50,0:07:50,,01,11,,,,
★,-,15,2018/10/13 15:32,2925,乗客アプリ（地図から）,1440,1065,8,2,,2018/10/13 15:42,2018/10/13 15:49,35.443908 139.635249,イセザキ・モール,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/13 15:47,2018/10/13 15:47,2018/10/13 16:05,2018/10/13 16:05,2018/10/13 15:45,2018/10/13 15:45,0:07:13,0:14:26,,00,00,,,,
-,-,15,2018/10/13 15:36,2926,乗客アプリ（地図から）,2685,703,3,2,,2018/10/13 15:43,2018/10/13 15:55,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/10/13 15:46,2018/10/13 15:46,2018/10/13 16:05,2018/10/13 16:05,,2018/10/13 15:36,0:12:49,0:25:38,,00,06,,,,
-,-,15,2018/10/13 15:40,2927,街角設置端末（地図から）,0,1098,6,5,,2018/10/13 16:00,2018/10/13 16:09,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/13 16:07,2018/10/13 16:07,2018/10/13 16:26,2018/10/13 16:26,,2018/10/13 15:40,0:08:49,0:44:05,,00,19,,,,
-,-,15,2018/10/13 15:41,2928,街角設置端末（店舗から）,0,718,4,2,,2018/10/13 15:48,2018/10/13 16:01,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/13 15:50,2018/10/13 15:50,2018/10/13 16:12,2018/10/13 16:12,,2018/10/13 15:41,0:13:39,0:27:18,,00,06,,,,
-,-,15,2018/10/13 15:42,2929,乗客アプリ（目的地から）,2692,959,1,4,,2018/10/13 15:55,2018/10/13 16:03,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/13 15:57,2018/10/13 15:57,2018/10/13 16:15,2018/10/13 16:16,,2018/10/13 15:42,0:08:24,0:33:36,,00,12,,,,
-,-,15,2018/10/13 15:47,2932,乗客アプリ（地図から）,1184,731,3,1,,2018/10/13 15:56,2018/10/13 16:06,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.443659 139.650847,横浜マリンタワー,2018/10/13 16:02,2018/10/13 16:02,2018/10/13 16:25,2018/10/13 16:25,,2018/10/13 15:47,0:10:28,0:10:28,,00,08,,,,
-,-,15,2018/10/13 15:48,2933,街角設置端末（地図から）,0,610,5,2,,2018/10/13 15:56,2018/10/13 16:11,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/10/13 15:59,2018/10/13 16:01,2018/10/13 16:15,2018/10/13 16:21,,2018/10/13 15:48,0:14:52,0:29:44,,00,08,,,,
-,-,15,2018/10/13 15:49,2934,乗客アプリ（地図から）,2342,521,5,2,,2018/10/13 15:53,2018/10/13 16:04,35.450681 139.632446,横浜桜木町ワシントンホテル,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/13 15:56,2018/10/13 15:56,2018/10/13 16:12,2018/10/13 16:12,,2018/10/13 15:49,0:11:26,0:22:52,,00,04,,,,
-,-,15,2018/10/13 15:49,2935,街角設置端末（地図から）,0,473,5,1,,2018/10/13 16:05,2018/10/13 16:22,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,2018/10/13 16:12,2018/10/13 16:12,2018/10/13 16:32,2018/10/13 16:33,,2018/10/13 15:49,0:17:02,0:17:02,,00,15,,,,
