,,,日時,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,時間,降車,合成キー,評価,,,,
-,☆,12,2018/11/2 12:40,8527,乗客アプリ（目的地から）,4707,352,2,3,2018/11/2 12:40,,,35.45435 139.631762,横浜ロイヤルパークホテル,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/2 12:59,,2018/11/2 13:10,,,2018/11/2 12:40,0:00:00,0:00:00,,00,19,,,2018/11/2 12:40,1900/1/0 0:00,43406.52777777780,#N/A,,,,
★,-,13,2018/11/2 12:54,8531,乗客アプリ（地図から）,1393,777,3,2,,2018/11/2 13:00,2018/11/2 13:22,35.448801 139.636702,ホテルルートイン横浜馬車道,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/2 13:04,2018/11/2 13:04,2018/11/2 13:27,2018/11/2 13:27,2018/11/2 13:04,2018/11/2 13:04,0:21:16,0:42:32,375,00,00,08,07,2018/11/2 12:54,2018/11/2 13:22,43406.537543406.5569444444,肯定的,,,,
-,-,13,2018/11/2 13:02,8535,まちかど端末（店舗から）,0,532,4,2,,2018/11/2 13:05,2018/11/2 13:13,35.447541 139.644914,シルク博物館,35.454389 139.630904,横浜ランドマークタワー,2018/11/2 13:04,2018/11/2 13:04,2018/11/2 13:22,2018/11/2 13:22,,2018/11/2 13:02,0:08:06,0:16:12,,00,02,,,2018/11/2 13:02,2018/11/2 13:13,43406.543055555643406.5506944444,#N/A,,,,
★,-,13,2018/11/2 13:04,8536,まちかど端末（店舗から）,0,479,3,1,,2018/11/2 13:08,2018/11/2 13:17,35.452963 139.642093,横浜赤レンガ倉庫,35.443659 139.650847,横浜マリンタワー,2018/11/2 13:14,2018/11/2 13:14,2018/11/2 13:24,2018/11/2 13:24,2018/11/2 13:14,2018/11/2 13:14,0:08:44,0:08:44,,00,00,,,2018/11/2 13:04,2018/11/2 13:17,43406.544444444443406.5534722222,#N/A,,,,
★,-,13,2018/11/2 13:07,8537,乗客アプリWeb（簡単予約）,4622,224,10,1,,2018/11/2 13:17,2018/11/2 13:26,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/2 13:17,2018/11/2 13:17,2018/11/2 13:41,2018/11/2 13:41,2018/11/2 13:17,2018/11/2 13:17,0:09:24,0:09:24,,00,00,,,2018/11/2 13:07,2018/11/2 13:26,43406.546527777843406.5597222222,#N/A,,,,
-,-,13,2018/11/2 13:11,8539,乗客アプリ（目的地から）,1263,706,2,1,,2018/11/2 13:29,2018/11/2 13:48,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/2 13:25,2018/11/2 13:31,2018/11/2 13:39,2018/11/2 13:51,,2018/11/2 13:11,0:18:07,0:18:07,,04,18,,,2018/11/2 13:11,2018/11/2 13:48,43406.549305555643406.575,#N/A,,,,
-,-,13,2018/11/2 13:13,8543,まちかど端末（店舗から）,0,772,4,1,,2018/11/2 13:17,2018/11/2 13:22,35.450681 139.632446,横浜桜木町ワシントンホテル,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,2018/11/2 13:17,2018/11/2 13:17,2018/11/2 13:26,2018/11/2 13:26,,2018/11/2 13:13,0:05:19,0:05:19,,00,03,,,2018/11/2 13:13,2018/11/2 13:22,43406.550694444443406.5569444444,#N/A,,,,
-,-,13,2018/11/2 13:16,8544,乗客アプリWeb（地図から）,1220,670,6,1,,2018/11/2 13:22,2018/11/2 13:29,35.443908 139.635249,イセザキ・モール,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/2 13:24,2018/11/2 13:24,2018/11/2 13:33,2018/11/2 13:34,,2018/11/2 13:16,0:06:53,0:06:53,,00,05,,,2018/11/2 13:16,2018/11/2 13:29,43406.552777777843406.5618055556,#N/A,,,,
-,-,13,2018/11/2 13:18,8545,まちかど端末（乗降ポイントから）,0,94,4,2,,2018/11/2 13:25,2018/11/2 13:31,35.452963 139.642093,横浜赤レンガ倉庫,35.445783 139.642958,横浜情報文化センター,2018/11/2 13:30,2018/11/2 13:30,2018/11/2 13:39,2018/11/2 13:39,,2018/11/2 13:18,0:05:42,0:11:24,,00,06,,,2018/11/2 13:18,2018/11/2 13:31,43406.554166666743406.5631944444,#N/A,,,,
★,-,13,2018/11/2 13:18,8546,乗客アプリ（目的地から）,4672,695,3,2,,2018/11/2 13:31,2018/11/2 13:37,35.441441 139.648505,横浜中華街朱雀門,35.453715 139.638133,横浜ワールドポーターズ,2018/11/2 13:28,2018/11/2 13:32,2018/11/2 13:43,2018/11/2 13:47,2018/11/2 13:28,2018/11/2 13:28,0:05:53,0:11:46,,02,02,,,2018/11/2 13:18,2018/11/2 13:37,43406.554166666743406.5673611111,肯定的,,,,
-,-,13,2018/11/2 13:18,8547,乗客アプリ（地図から）,4725,425,6,1,,2018/11/2 13:23,2018/11/2 13:40,35.443908 139.635249,イセザキ・モール,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/2 13:25,2018/11/2 13:25,2018/11/2 13:52,2018/11/2 13:52,,2018/11/2 13:18,0:17:12,0:17:12,,00,04,,,2018/11/2 13:18,2018/11/2 13:40,43406.554166666743406.5694444444,肯定的,,,,
★,-,13,2018/11/2 13:25,8551,乗客アプリ（地図から）,4669,338,6,2,,2018/11/2 13:41,2018/11/2 13:52,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.441441 139.648505,横浜中華街朱雀門,2018/11/2 13:50,2018/11/2 13:50,2018/11/2 14:11,2018/11/2 14:11,2018/11/2 13:35,2018/11/2 13:35,0:11:46,0:23:32,,00,05,,,2018/11/2 13:25,2018/11/2 13:52,43406.559027777843406.5777777778,#N/A,,,,
-,-,13,2018/11/2 13:26,8554,まちかど端末（店舗から）,0,408,4,1,,2018/11/2 13:38,2018/11/2 13:47,35.450447 139.635947,みなとみらい線　馬車道駅,35.443659 139.650847,横浜マリンタワー,2018/11/2 13:42,2018/11/2 13:42,2018/11/2 13:52,2018/11/2 13:53,,2018/11/2 13:26,0:08:52,0:08:52,,00,12,,,2018/11/2 13:26,2018/11/2 13:47,43406.559722222243406.5743055556,#N/A,,,,
-,-,13,2018/11/2 13:28,8558,乗客アプリ（地図から）,3615,265,10,2,,2018/11/2 13:34,2018/11/2 13:39,35.443908 139.635249,イセザキ・モール,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/2 13:36,2018/11/2 13:36,2018/11/2 13:44,2018/11/2 13:44,,2018/11/2 13:28,0:04:52,0:09:44,,00,05,,,2018/11/2 13:28,2018/11/2 13:39,43406.561111111143406.56875,#N/A,,,,
-,-,13,2018/11/2 13:30,8559,乗客アプリ（目的地から）,2097,953,3,2,,2018/11/2 13:38,2018/11/2 13:44,35.453715 139.638133,横浜ワールドポーターズ,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/2 13:47,2018/11/2 13:47,2018/11/2 13:57,2018/11/2 13:57,,2018/11/2 13:30,0:06:20,0:12:40,,00,07,,,2018/11/2 13:30,2018/11/2 13:44,43406.562543406.5722222222,#N/A,,,,
-,-,13,2018/11/2 13:33,8562,まちかど端末（店舗から）,0,606,1,1,,2018/11/2 13:41,2018/11/2 13:50,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.447541 139.644914,シルク博物館,2018/11/2 13:46,2018/11/2 13:46,2018/11/2 14:02,2018/11/2 14:02,,2018/11/2 13:33,0:09:02,0:09:02,,00,07,,,2018/11/2 13:33,2018/11/2 13:50,43406.564583333343406.5763888889,#N/A,,,,
-,-,13,2018/11/2 13:35,8563,乗客アプリ（目的地から）,4680,824,5,1,,2018/11/2 13:45,2018/11/2 13:57,35.450681 139.632446,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/2 13:45,2018/11/2 13:45,2018/11/2 13:56,2018/11/2 13:56,,2018/11/2 13:35,0:12:01,0:12:01,,00,09,,,2018/11/2 13:35,2018/11/2 13:57,43406.565972222243406.58125,#N/A,,,,
-,-,13,2018/11/2 13:38,8564,乗客アプリ（目的地から）,2386,287,4,1,,2018/11/2 13:44,2018/11/2 13:59,35.447541 139.644914,シルク博物館,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/2 13:49,2018/11/2 13:49,2018/11/2 14:13,2018/11/2 14:13,,2018/11/2 13:38,0:15:13,0:15:13,,00,05,,,2018/11/2 13:38,2018/11/2 13:59,43406.568055555643406.5826388889,肯定的,,,,
-,-,13,2018/11/2 13:43,8566,まちかど端末（店舗から）,0,672,8,2,,2018/11/2 13:53,2018/11/2 14:01,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/2 13:57,2018/11/2 13:57,2018/11/2 14:11,2018/11/2 14:11,,2018/11/2 13:43,0:07:41,0:15:22,,00,09,,,2018/11/2 13:43,2018/11/2 14:01,43406.571527777843406.5840277778,#N/A,,,,
-,-,13,2018/11/2 13:46,8567,まちかど端末（店舗から）,0,608,5,2,,2018/11/2 13:51,2018/11/2 13:57,35.450681 139.632446,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/2 13:49,2018/11/2 13:49,2018/11/2 14:02,2018/11/2 14:02,,2018/11/2 13:46,0:06:32,0:13:04,,01,04,,,2018/11/2 13:46,2018/11/2 13:57,43406.573611111143406.58125,#N/A,,,,
-,-,13,2018/11/2 13:47,8568,まちかど端末（店舗から）,0,51,3,2,,2018/11/2 13:50,2018/11/2 13:55,35.453715 139.638133,横浜ワールドポーターズ,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/2 13:51,2018/11/2 13:51,2018/11/2 14:02,2018/11/2 14:02,,2018/11/2 13:47,0:05:51,0:11:42,,00,02,,,2018/11/2 13:47,2018/11/2 13:55,43406.574305555643406.5798611111,#N/A,,,,
-,-,13,2018/11/2 13:49,8569,まちかど端末（乗降ポイントから）,0,405,2,1,,2018/11/2 13:57,2018/11/2 14:06,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/2 14:01,2018/11/2 14:01,2018/11/2 14:12,2018/11/2 14:12,,2018/11/2 13:49,0:08:38,0:08:38,,00,08,,,2018/11/2 13:49,2018/11/2 14:06,43406.575694444443406.5875,#N/A,,,,
-,-,13,2018/11/2 13:52,8570,乗客アプリ（目的地から）,3162,21,3,1,,2018/11/2 14:01,2018/11/2 14:08,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/2 14:01,2018/11/2 14:01,2018/11/2 14:18,2018/11/2 14:18,,2018/11/2 13:52,0:07:22,0:07:22,,00,08,,,2018/11/2 13:52,2018/11/2 14:08,43406.577777777843406.5888888889,#N/A,,,,
-,-,13,2018/11/2 13:55,8572,まちかど端末（店舗から）,0,742,4,3,,2018/11/2 14:05,2018/11/2 14:09,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.456605 139.635327,横浜ベイホテル東急,2018/11/2 14:08,2018/11/2 14:08,2018/11/2 14:19,2018/11/2 14:19,,2018/11/2 13:55,0:04:24,0:13:12,,00,09,,,2018/11/2 13:55,2018/11/2 14:09,43406.579861111143406.5895833333,#N/A,,,,
-,-,13,2018/11/2 13:56,8573,まちかど端末（乗降ポイントから）,0,862,6,4,,2018/11/2 14:01,2018/11/2 14:18,35.445783 139.642958,横浜情報文化センター,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/2 14:03,2018/11/2 14:03,2018/11/2 14:23,2018/11/2 14:23,,2018/11/2 13:56,0:16:52,1:07:28,,00,04,,,2018/11/2 13:56,2018/11/2 14:18,43406.580555555643406.5958333333,#N/A,,,,
★,☆,13,2018/11/2 12:11,8516,乗客アプリ（簡単予約）,3808,131,9,1,2018/11/2 12:18,,,35.456605 139.635327,横浜ベイホテル東急,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/2 13:11,,2018/11/2 13:18,,2018/11/2 13:11,2018/11/2 13:11,0:00:00,0:00:00,,00,00,,,2018/11/2 12:11,1900/1/0 0:00,43406.50763888890,#N/A,,,,
★,☆,13,2018/11/2 12:14,8517,乗客アプリWeb（地図から）,4622,944,10,1,2018/11/2 12:57,,,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/2 13:13,,2018/11/2 13:27,,2018/11/2 13:13,2018/11/2 13:13,0:00:00,0:00:00,,00,00,,,2018/11/2 12:14,1900/1/0 0:00,43406.50972222220,#N/A,,,,
-,☆,13,2018/11/2 13:09,8538,まちかど端末（店舗から）,0,134,1,1,2018/11/2 13:31,,,35.452963 139.642093,横浜赤レンガ倉庫,35.443659 139.650847,横浜マリンタワー,2018/11/2 13:18,,2018/11/2 13:29,,,2018/11/2 13:09,0:00:00,0:00:00,,00,21,,,2018/11/2 13:09,1900/1/0 0:00,43406.54791666670,#N/A,,,,
-,☆,13,2018/11/2 13:11,8540,まちかど端末（店舗から）,0,29,4,1,2018/11/2 13:13,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,2018/11/2 13:22,,2018/11/2 13:31,,,2018/11/2 13:11,0:00:00,0:00:00,,00,11,,,2018/11/2 13:11,1900/1/0 0:00,43406.54930555560,#N/A,,,,
-,☆,13,2018/11/2 13:12,8541,まちかど端末（店舗から）,0,18,4,1,2018/11/2 13:12,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,2018/11/2 13:26,,2018/11/2 13:35,,,2018/11/2 13:12,0:00:00,0:00:00,,00,13,,,2018/11/2 13:12,1900/1/0 0:00,43406.550,#N/A,,,,
-,☆,13,2018/11/2 13:13,8542,まちかど端末（乗降ポイントから）,0,644,3,1,2018/11/2 13:13,,,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.454389 139.630904,横浜ランドマークタワー,2018/11/2 13:38,,2018/11/2 13:46,,,2018/11/2 13:13,0:00:00,0:00:00,,00,25,,,2018/11/2 13:13,1900/1/0 0:00,43406.55069444440,#N/A,,,,
★,☆,13,2018/11/2 13:20,8548,乗客アプリ（目的地から）,1038,356,5,1,2018/11/2 13:40,,,35.443908 139.635249,イセザキ・モール,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/2 13:38,,2018/11/2 13:45,,2018/11/2 13:30,2018/11/2 13:30,0:00:00,0:00:00,,00,10,,,2018/11/2 13:20,1900/1/0 0:00,43406.55555555560,#N/A,,,,
-,☆,13,2018/11/2 13:25,8552,乗客アプリ（簡単予約）,4723,869,3,2,2018/11/2 13:29,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443908 139.635249,イセザキ・モール,2018/11/2 13:53,,2018/11/2 14:09,,,2018/11/2 13:25,0:00:00,0:00:00,,00,28,,,2018/11/2 13:25,1900/1/0 0:00,43406.55902777780,#N/A,,,,
★,☆,13,2018/11/2 13:26,8553,乗客アプリ（地図から）,3615,710,4,2,2018/11/2 13:26,,,35.443908 139.635249,イセザキ・モール,35.441441 139.648505,横浜中華街朱雀門,2018/11/2 13:36,,2018/11/2 13:49,,2018/11/2 13:36,2018/11/2 13:36,0:00:00,0:00:00,,00,00,,,2018/11/2 13:26,1900/1/0 0:00,43406.55972222220,#N/A,,"※93,94行と同一人物と思われるため一番短い待ち時間を採用",,
★,☆,13,2018/11/2 13:27,8555,乗客アプリ（地図から）,3615,325,10,2,2018/11/2 13:27,,,35.443908 139.635249,イセザキ・モール,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/2 13:37,,2018/11/2 13:44,,2018/11/2 13:37,2018/11/2 13:37,0:00:00,0:00:00,,00,,,,2018/11/2 13:27,1900/1/0 0:00,43406.56041666670,#N/A,,"※92,94行と同一人物と思われるため一番短い待ち時間を採用",,
-,☆,13,2018/11/2 13:28,8556,乗客アプリ（地図から）,3615,796,1,2,2018/11/2 13:28,,,35.443908 139.635249,イセザキ・モール,35.441441 139.648505,横浜中華街朱雀門,2018/11/2 13:49,,2018/11/2 13:59,,,2018/11/2 13:28,0:00:00,0:00:00,,00,,,,2018/11/2 13:28,1900/1/0 0:00,43406.56111111110,#N/A,,"※92,93行と同一人物と思われるため一番短い待ち時間を採用",,
★,☆,13,2018/11/2 13:28,8557,乗客アプリ（目的地から）,4680,358,5,1,2018/11/2 13:35,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/2 13:45,,2018/11/2 13:56,,2018/11/2 13:38,2018/11/2 13:38,0:00:00,0:00:00,,00,07,,,2018/11/2 13:28,1900/1/0 0:00,43406.56111111110,#N/A,,,,
-,☆,13,2018/11/2 13:30,8560,乗客アプリ（目的地から）,1478,842,1,1,2018/11/2 13:31,,,35.448801 139.636702,ホテルルートイン横浜馬車道,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/2 13:51,,2018/11/2 14:06,,,2018/11/2 13:30,0:00:00,0:00:00,,00,,,,2018/11/2 13:30,1900/1/0 0:00,43406.56250,#N/A,,※97行と同一人物と思われるため一番短い待ち時間を採用,,
-,☆,13,2018/11/2 13:32,8561,乗客アプリ（目的地から）,1478,570,1,1,2018/11/2 13:32,,,35.448676 139.635696,横浜平和プラザホテル,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/2 13:41,,2018/11/2 13:55,,,2018/11/2 13:32,0:00:00,0:00:00,,00,09,,,2018/11/2 13:32,1900/1/0 0:00,43406.56388888890,#N/A,,※96行と同一人物と思われるため一番短い待ち時間を採用,,
-,☆,13,2018/11/2 13:40,8565,乗客アプリ（目的地から）,938,254,3,1,2018/11/2 13:41,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/2 14:01,,2018/11/2 14:14,,,2018/11/2 13:40,0:00:00,0:00:00,,00,21,,,2018/11/2 13:40,1900/1/0 0:00,43406.56944444440,#N/A,,,,
★,-,14,2018/11/2 13:53,8571,乗客アプリ（地図から）,4640,490,1,1,,2018/11/2 13:58,2018/11/2 14:10,35.443908 139.635249,イセザキ・モール,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/2 14:03,2018/11/2 14:03,2018/11/2 14:14,2018/11/2 14:14,2018/11/2 14:03,2018/11/2 14:03,0:12:05,0:12:05,542,00,00,05,03,2018/11/2 13:53,2018/11/2 14:10,43406.578472222243406.5902777778,肯定的,,,,
★,-,14,2018/11/2 14:01,8575,まちかど端末（店舗から）,0,450,8,2,,2018/11/2 14:09,2018/11/2 14:18,35.453715 139.638133,横浜ワールドポーターズ,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/2 14:14,2018/11/2 14:14,2018/11/2 14:28,2018/11/2 14:28,2018/11/2 14:10,2018/11/2 14:10,0:08:52,0:17:44,,00,00,,,2018/11/2 14:01,2018/11/2 14:18,43406.584027777843406.5958333333,#N/A,,,,
-,-,14,2018/11/2 14:05,8576,乗客アプリ（簡単予約）,4341,877,9,1,,2018/11/2 14:10,2018/11/2 14:17,35.443659 139.650847,横浜マリンタワー,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/2 14:12,2018/11/2 14:12,2018/11/2 14:26,2018/11/2 14:26,,2018/11/2 14:05,0:07:37,0:07:37,,00,04,,,2018/11/2 14:05,2018/11/2 14:17,43406.586805555643406.5951388889,#N/A,,,,
★,-,14,2018/11/2 14:08,8577,乗客アプリ（目的地から）,1324,737,6,1,,2018/11/2 14:16,2018/11/2 14:22,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.454389 139.630904,横浜ランドマークタワー,2018/11/2 14:18,2018/11/2 14:18,2018/11/2 14:27,2018/11/2 14:27,2018/11/2 14:18,2018/11/2 14:18,0:05:42,0:05:42,,00,00,,,2018/11/2 14:08,2018/11/2 14:22,43406.588888888943406.5986111111,#N/A,,,,
-,-,14,2018/11/2 14:09,8579,乗客アプリ（目的地から）,3899,749,7,1,,2018/11/2 14:15,2018/11/2 14:21,35.450681 139.632446,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/2 14:17,2018/11/2 14:17,2018/11/2 14:28,2018/11/2 14:28,,2018/11/2 14:09,0:06:16,0:06:16,,00,06,,,2018/11/2 14:09,2018/11/2 14:21,43406.589583333343406.5979166667,肯定的,,,,
-,-,14,2018/11/2 14:10,8580,乗客アプリ（目的地から）,1742,294,5,1,,2018/11/2 14:13,2018/11/2 14:37,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441441 139.648505,横浜中華街朱雀門,2018/11/2 14:13,2018/11/2 14:13,2018/11/2 14:31,2018/11/2 14:36,,2018/11/2 14:10,0:23:44,0:23:44,,00,02,,,2018/11/2 14:10,2018/11/2 14:37,43406.590277777843406.6090277778,#N/A,,,,
-,-,14,2018/11/2 14:11,8581,まちかど端末（店舗から）,0,54,4,2,,2018/11/2 14:18,2018/11/2 14:23,35.452963 139.642093,横浜赤レンガ倉庫,35.454389 139.630904,横浜ランドマークタワー,2018/11/2 14:19,2018/11/2 14:19,2018/11/2 14:33,2018/11/2 14:33,,2018/11/2 14:11,0:05:00,0:10:00,,00,07,,,2018/11/2 14:11,2018/11/2 14:23,43406.590972222243406.5993055556,#N/A,,,,
-,-,14,2018/11/2 14:11,8582,乗客アプリ（目的地から）,1328,608,5,1,,2018/11/2 14:13,2018/11/2 14:24,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/11/2 14:13,2018/11/2 14:13,2018/11/2 14:27,2018/11/2 14:27,,2018/11/2 14:11,0:10:41,0:10:41,,00,02,,,2018/11/2 14:11,2018/11/2 14:24,43406.590972222243406.6,#N/A,,,,
-,-,14,2018/11/2 14:11,8583,まちかど端末（店舗から）,0,573,2,5,,2018/11/2 14:23,2018/11/2 14:29,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.454389 139.630904,横浜ランドマークタワー,2018/11/2 14:27,2018/11/2 14:27,2018/11/2 14:37,2018/11/2 14:37,,2018/11/2 14:11,0:06:24,0:32:00,,00,11,,,2018/11/2 14:11,2018/11/2 14:29,43406.590972222243406.6034722222,#N/A,,,,
★,-,14,2018/11/2 14:14,8584,乗客アプリ（地図から）,3869,636,3,1,,2018/11/2 14:23,2018/11/2 14:32,35.44291 139.650404,みなとみらい線　元町・中華街駅,35.443908 139.635249,イセザキ・モール,2018/11/2 14:24,2018/11/2 14:24,2018/11/2 14:35,2018/11/2 14:35,2018/11/2 14:24,2018/11/2 14:24,0:08:57,0:08:57,,00,00,,,2018/11/2 14:14,2018/11/2 14:32,43406.593055555643406.6055555556,#N/A,,,,
-,-,14,2018/11/2 14:23,8586,まちかど端末（店舗から）,0,524,7,2,,2018/11/2 14:30,2018/11/2 14:34,35.445857 139.647636,ホテルモントレ横浜,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/2 14:32,2018/11/2 14:32,2018/11/2 14:38,2018/11/2 14:38,,2018/11/2 14:23,0:04:14,0:08:28,,00,07,,,2018/11/2 14:23,2018/11/2 14:34,43406.599305555643406.6069444444,#N/A,,,,
-,-,14,2018/11/2 14:24,8587,まちかど端末（店舗から）,0,399,4,1,,2018/11/2 14:29,2018/11/2 14:38,35.450447 139.635947,みなとみらい線　馬車道駅,35.441441 139.648505,横浜中華街朱雀門,2018/11/2 14:30,2018/11/2 14:30,2018/11/2 14:40,2018/11/2 14:40,,2018/11/2 14:24,0:08:05,0:08:05,,00,05,,,2018/11/2 14:24,2018/11/2 14:38,43406.643406.6097222222,#N/A,,,,
-,-,14,2018/11/2 14:26,8588,まちかど端末（店舗から）,0,574,9,3,,2018/11/2 14:29,2018/11/2 14:33,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.454389 139.630904,横浜ランドマークタワー,2018/11/2 14:30,2018/11/2 14:30,2018/11/2 14:38,2018/11/2 14:38,,2018/11/2 14:26,0:04:03,0:12:09,,00,03,,,2018/11/2 14:26,2018/11/2 14:33,43406.601388888943406.60625,#N/A,,,,
-,-,14,2018/11/2 14:30,8589,まちかど端末（乗降ポイントから）,0,226,8,1,,2018/11/2 14:33,2018/11/2 14:43,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441441 139.648505,横浜中華街朱雀門,2018/11/2 14:35,2018/11/2 14:35,2018/11/2 14:53,2018/11/2 14:53,,2018/11/2 14:30,0:09:49,0:09:49,,00,02,,,2018/11/2 14:30,2018/11/2 14:43,43406.604166666743406.6131944444,#N/A,,,,
-,-,14,2018/11/2 14:31,8590,乗客アプリ（目的地から）,1263,164,6,1,,2018/11/2 14:38,2018/11/2 15:00,35.452963 139.642093,横浜赤レンガ倉庫,35.443908 139.635249,イセザキ・モール,2018/11/2 14:41,2018/11/2 14:41,2018/11/2 14:52,2018/11/2 14:54,,2018/11/2 14:31,0:22:22,0:22:22,,00,06,,,2018/11/2 14:31,2018/11/2 15:00,43406.604861111143406.625,肯定的,,,,
-,-,14,2018/11/2 14:34,8591,乗客アプリ（地図から）,4680,88,6,1,,2018/11/2 14:38,2018/11/2 15:00,35.452963 139.642093,横浜赤レンガ倉庫,35.443908 139.635249,イセザキ・モール,2018/11/2 14:42,2018/11/2 14:42,2018/11/2 14:53,2018/11/2 14:53,,2018/11/2 14:34,0:22:05,0:22:05,,00,03,,,2018/11/2 14:34,2018/11/2 15:00,43406.606944444443406.625,#N/A,,,,
-,-,14,2018/11/2 14:35,8592,まちかど端末（店舗から）,0,356,10,3,,2018/11/2 14:39,2018/11/2 15:01,35.445857 139.647636,ホテルモントレ横浜,35.454389 139.630904,横浜ランドマークタワー,2018/11/2 14:38,2018/11/2 14:38,2018/11/2 14:57,2018/11/2 14:57,,2018/11/2 14:35,0:21:52,1:05:36,,01,04,,,2018/11/2 14:35,2018/11/2 15:01,43406.607638888943406.6256944444,#N/A,,,,
-,-,14,2018/11/2 14:35,8593,乗客アプリ（地図から）,3899,228,9,1,,2018/11/2 14:41,2018/11/2 14:50,35.452963 139.642093,横浜赤レンガ倉庫,35.443908 139.635249,イセザキ・モール,2018/11/2 14:43,2018/11/2 14:43,2018/11/2 14:55,2018/11/2 14:58,,2018/11/2 14:35,0:09:05,0:09:05,,00,05,,,2018/11/2 14:35,2018/11/2 14:50,43406.607638888943406.6180555556,#N/A,,,,
★,-,14,2018/11/2 14:37,8594,乗客アプリWeb（目的地から）,4616,877,9,1,,2018/11/2 14:43,2018/11/2 15:01,35.452963 139.642093,横浜赤レンガ倉庫,35.443073 139.651914,横浜人形の家,2018/11/2 14:47,2018/11/2 14:47,2018/11/2 15:09,2018/11/2 15:09,2018/11/2 14:47,2018/11/2 14:47,0:18:03,0:18:03,,00,00,,,2018/11/2 14:37,2018/11/2 15:01,43406.609027777843406.6256944444,#N/A,,,,
