,,,日時,乗車ID,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,,,
-,-,14,2018/11/20 14:29,166-492-agekke,16754,乗客アプリ（地図から）,1751,923,13,1,,2018/11/20 14:43,2018/11/20 14:59,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/20 14:53,2018/11/20 14:53,2018/11/20 15:05,2018/11/20 15:05,,2018/11/20 14:29,0:15:58,0:15:58,,00,14,,,,,
-,-,14,2018/11/20 14:30,053-681-STRAWBERRY 073-666-ORANGE,16756,乗客アプリ（目的地から）,6749,293,5,2,,2018/11/20 14:36,2018/11/20 14:45,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/20 14:38,2018/11/20 14:38,2018/11/20 14:51,2018/11/20 14:51,,2018/11/20 14:30,0:09:25,0:18:50,,00,05,,,,,
-,-,14,2018/11/20 14:31,053-680-STRAWBERRY 073-958-ORANGE 073-957-ORANGE 073-956-ORANGE,16757,乗客アプリ（目的地から）,6732,11,8,4,,2018/11/20 14:49,2018/11/20 14:58,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/20 14:54,2018/11/20 14:54,2018/11/20 15:08,2018/11/20 15:08,,2018/11/20 14:31,0:08:19,0:33:16,,00,18,,,,,
-,-,14,2018/11/20 14:32,010-095-RED 010-056-RED,16758,乗客アプリ（目的地から）,2801,529,9,2,,2018/11/20 14:37,2018/11/20 14:44,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/20 14:42,2018/11/20 14:42,2018/11/20 14:56,2018/11/20 14:56,,2018/11/20 14:32,0:06:40,0:13:20,,00,04,,,,,
-,-,14,2018/11/20 14:32,166-748-agekke,16759,乗客アプリ（目的地から）,2171,814,6,1,,2018/11/20 14:41,2018/11/20 14:46,35.443908 139.635249,イセザキ・モール,35.456605 139.635327,横浜ベイホテル東急,2018/11/20 14:45,2018/11/20 14:45,2018/11/20 14:58,2018/11/20 14:58,,2018/11/20 14:32,0:05:28,0:05:28,,00,08,,,,,
-,-,14,2018/11/20 14:32,069-369-BANANA,16760,乗客アプリ（地図から）,2092,671,7,1,,2018/11/20 14:39,2018/11/20 14:58,35.454389 139.630904,横浜ランドマークタワー,35.445857 139.647636,ホテルモントレ横浜,2018/11/20 14:43,2018/11/20 14:43,2018/11/20 15:06,2018/11/20 15:06,,2018/11/20 14:32,0:18:15,0:18:15,,00,07,,,,,
-,-,14,2018/11/20 14:32,015-902-RED 025-933-GREEN 015-901-RED,16761,まちかど端末（店舗から）,0,598,4,3,,2018/11/20 15:11,2018/11/20 15:16,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/20 15:07,2018/11/20 15:07,2018/11/20 15:17,2018/11/20 15:17,,2018/11/20 14:32,0:05:06,0:15:18,,03,38,,,,,
-,-,14,2018/11/20 14:39,113-721-SUN,16762,乗客アプリ（地図から）,1310,347,10,1,,2018/11/20 14:48,2018/11/20 14:53,35.456605 139.635327,横浜ベイホテル東急,35.448676 139.635696,横浜平和プラザホテル,2018/11/20 14:52,2018/11/20 14:52,2018/11/20 15:03,2018/11/20 15:03,,2018/11/20 14:39,0:05:47,0:05:47,,00,08,,,,,
-,-,14,2018/11/20 14:44,167-810-CAKE,16763,乗客アプリWeb（地図から）,6781,153,13,2,,2018/11/20 14:46,2018/11/20 14:49,35.447541 139.644914,シルク博物館,35.44291 139.650404,元町・中華街駅（みなとみらい線）,2018/11/20 14:47,2018/11/20 14:47,2018/11/20 14:53,2018/11/20 14:53,,2018/11/20 14:44,0:03:39,0:07:18,,00,01,,,,,
-,-,14,2018/11/20 14:45,167-811-CAKE,16765,乗客アプリWeb（地図から）,6784,400,1,4,,2018/11/20 14:56,2018/11/20 15:01,35.450554 139.632616,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/20 15:00,2018/11/20 15:00,2018/11/20 15:14,2018/11/20 15:14,,2018/11/20 14:45,0:05:30,0:22:00,,00,10,,,,,
-,-,14,2018/11/20 14:47,105-816-SNOW,16766,乗客アプリ（地図から）,6535,151,2,1,,2018/11/20 14:55,2018/11/20 15:01,35.445783 139.642958,横浜情報文化センター,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/20 14:55,2018/11/20 14:55,2018/11/20 15:05,2018/11/20 15:05,,2018/11/20 14:47,0:06:21,0:06:21,,00,07,,,,,
-,-,14,2018/11/20 14:47,167-799-CAKE,16767,乗客アプリ（地図から）,5621,823,11,1,,2018/11/20 15:07,2018/11/20 15:12,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.453715 139.638133,横浜ワールドポーターズ,2018/11/20 15:11,2018/11/20 15:11,2018/11/20 15:22,2018/11/20 15:22,,2018/11/20 14:47,0:05:09,0:05:09,,00,19,,,,,
-,-,14,2018/11/20 14:49,002-673-BLUE,16768,乗客アプリ（目的地から）,6126,317,10,1,,2018/11/20 14:59,2018/11/20 15:10,35.443908 139.635249,イセザキ・モール,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/20 15:03,2018/11/20 15:03,2018/11/20 15:18,2018/11/20 15:18,,2018/11/20 14:49,0:10:05,0:10:05,,00,10,,,,,
-,-,14,2018/11/20 14:49,024-846-GREEN 024-847-GREEN,16769,まちかど端末（店舗から）,0,589,9,2,,2018/11/20 15:05,2018/11/20 15:17,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/20 15:00,2018/11/20 15:00,2018/11/20 15:20,2018/11/20 15:20,,2018/11/20 14:49,0:12:47,0:25:34,,04,15,,,,,
-,-,14,2018/11/20 14:53,166-520-agekke,16771,乗客アプリ（地図から）,2424,699,13,1,,2018/11/20 15:07,2018/11/20 15:14,35.443908 139.635249,イセザキ・モール,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/20 15:11,2018/11/20 15:11,2018/11/20 15:20,2018/11/20 15:20,,2018/11/20 14:53,0:06:42,0:06:42,,00,14,,,,,
★,☆,14,2018/11/20 14:11,118-041-SUN,16726,乗客アプリ（目的地から）,2400,662,13,1,2018/11/20 14:11,,,35.448801 139.636702,ホテルルートイン横浜馬車道,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,2018/11/20 14:21,,2018/11/20 14:28,,2018/11/20 14:21,2018/11/20 14:21,0:00:00,0:00:00,,00,,,,,※148行と同一人物と思われるため一番短いものを採用,
★,☆,14,2018/11/20 14:12,025-144-GREEN,16729,乗客アプリ（目的地から）,6773,673,5,1,2018/11/20 14:21,,,35.45435 139.631762,横浜ロイヤルパークホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/20 14:22,,2018/11/20 14:33,,2018/11/20 14:22,2018/11/20 14:22,0:00:00,0:00:00,,00,00,,,,※同一人物と思われるため一番短いものを採用,
-,☆,14,2018/11/20 14:13,118-041-SUN,16730,乗客アプリ（目的地から）,2400,823,13,1,2018/11/20 14:14,,,35.448801 139.636702,ホテルルートイン横浜馬車道,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,2018/11/20 14:14,,2018/11/20 14:22,,,2018/11/20 14:13,0:00:00,0:00:00,,00,01,,,,※146行と同一人物と思われるため一番短いものを採用,
-,☆,14,2018/11/20 14:20,167-811-CAKE,16743,乗客アプリWeb（地図から）,6784,565,15,4,2018/11/20 14:38,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/20 14:36,,2018/11/20 14:50,,,2018/11/20 14:20,0:00:00,0:00:00,,00,17,,,,,
★,☆,14,2018/11/20 14:21,025-144-GREEN 025-143-GREEN 025-142-GREEN,16744,乗客アプリ（目的地から）,6773,543,5,3,2018/11/20 14:21,,,35.45435 139.631762,横浜ロイヤルパークホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/20 14:31,,2018/11/20 14:56,,2018/11/20 14:31,2018/11/20 14:31,0:00:00,0:00:00,,00,,,,,※同一人物と思われるため一番短いものを採用,
-,☆,14,2018/11/20 14:21,031-781-YELLOW,16745,まちかど端末（乗降ポイントから）,0,506,11,1,2018/11/20 14:22,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/20 14:26,,2018/11/20 14:34,,,2018/11/20 14:21,0:00:00,0:00:00,,00,04,,,,,
-,☆,14,2018/11/20 14:22,025-144-GREEN 025-143-GREEN 025-142-GREEN,16746,乗客アプリ（目的地から）,6773,838,5,3,2018/11/20 14:22,,,35.45435 139.631762,横浜ロイヤルパークホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/20 14:41,,2018/11/20 14:53,,,2018/11/20 14:22,0:00:00,0:00:00,,00,,,,,※同一人物と思われるため一番短いものを採用,
★,☆,14,2018/11/20 14:23,025-144-GREEN,16748,乗客アプリ（目的地から）,6773,943,11,1,2018/11/20 14:23,,,35.45435 139.631762,横浜ロイヤルパークホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/20 14:33,,2018/11/20 14:48,,2018/11/20 14:33,2018/11/20 14:33,0:00:00,0:00:00,,00,,,,,※同一人物と思われるため一番短いものを採用,
-,☆,14,2018/11/20 14:24,025-144-GREEN 025-143-GREEN 025-142-GREEN,16749,乗客アプリ（目的地から）,6773,889,5,3,2018/11/20 14:24,,,35.45435 139.631762,横浜ロイヤルパークホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/20 14:42,,2018/11/20 14:54,,,2018/11/20 14:24,0:00:00,0:00:00,,00,,,,,※同一人物と思われるため一番短いものを採用,
★,☆,14,2018/11/20 14:24,025-144-GREEN 025-143-GREEN 025-142-GREEN,16750,乗客アプリ（目的地から）,6773,719,5,3,2018/11/20 14:29,,,35.45435 139.631762,横浜ロイヤルパークホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/20 14:40,,2018/11/20 14:53,,2018/11/20 14:34,2018/11/20 14:34,0:00:00,0:00:00,,00,,,,,※同一人物と思われるため一番短いものを採用,
-,☆,14,2018/11/20 14:45,024-845-GREEN 030-630-YELLOW,16764,まちかど端末（乗降ポイントから）,0,826,9,2,2018/11/20 15:05,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/20 14:59,,2018/11/20 15:19,,,2018/11/20 14:45,0:00:00,0:00:00,,00,19,,,,,
-,☆,14,2018/11/20 14:52,025-410-GREEN,16770,乗客アプリ（地図から）,4624,129,13,1,2018/11/20 14:52,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/20 15:12,,2018/11/20 15:31,,,2018/11/20 14:52,0:00:00,0:00:00,,00,20,,,,,
★,-,15,2018/11/20 15:01,167-813-CAKE,16772,乗客アプリWeb（地図から）,6789,416,2,3,,2018/11/20 15:08,2018/11/20 15:15,35.450554 139.632616,横浜桜木町ワシントンホテル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/20 15:10,2018/11/20 15:10,2018/11/20 15:23,2018/11/20 15:23,2018/11/20 15:10,2018/11/20 15:10,0:07:31,0:22:33,383,00,00,06,05,,,
-,-,15,2018/11/20 15:01,024-829-GREEN,16773,乗客アプリ（地図から）,6760,578,1,1,,2018/11/20 15:13,2018/11/20 15:19,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/20 15:15,2018/11/20 15:15,2018/11/20 15:27,2018/11/20 15:27,,2018/11/20 15:01,0:06:35,0:06:35,,00,11,,,,,
-,-,15,2018/11/20 15:03,167-787-CAKE,16774,乗客アプリWeb（地図から）,4622,928,2,1,,2018/11/20 15:08,2018/11/20 15:18,35.450554 139.632616,横浜桜木町ワシントンホテル,35.44291 139.650404,元町・中華街駅（みなとみらい線）,2018/11/20 15:11,2018/11/20 15:11,2018/11/20 15:28,2018/11/20 15:28,,2018/11/20 15:03,0:10:21,0:10:21,,00,04,,,,,
-,-,15,2018/11/20 15:08,167-808-CAKE,16775,乗客アプリ（目的地から）,6775,771,3,1,,2018/11/20 15:16,2018/11/20 15:21,35.450554 139.632616,横浜桜木町ワシントンホテル,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/20 15:20,2018/11/20 15:20,2018/11/20 15:31,2018/11/20 15:31,,2018/11/20 15:08,0:05:15,0:05:15,,00,08,,,,,
★,-,15,2018/11/20 15:08,018-668-RED,16776,乗客アプリ（地図から）,3962,753,11,1,,2018/11/20 15:25,2018/11/20 15:31,35.456605 139.635327,横浜ベイホテル東急,35.447541 139.644914,シルク博物館,2018/11/20 15:29,2018/11/20 15:29,2018/11/20 15:40,2018/11/20 15:40,2018/11/20 15:18,2018/11/20 15:18,0:06:14,0:06:14,,00,07,,,,,
★,-,15,2018/11/20 15:12,015-912-RED 015-911-RED 015-910-RED 015-914-RED 015-909-RED 015-913-RED,16778,まちかど端末（店舗から）,0,841,2,6,,2018/11/20 15:34,2018/11/20 15:41,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/20 15:40,2018/11/20 15:40,2018/11/20 15:53,2018/11/20 15:53,2018/11/20 15:21,2018/11/20 15:21,0:07:03,0:42:18,,00,12,,,,,
-,-,15,2018/11/20 15:18,103-958-SNOW,16779,乗客アプリ（地図から）,2325,696,6,1,,2018/11/20 15:21,2018/11/20 15:33,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443073 139.651914,横浜人形の家,2018/11/20 15:22,2018/11/20 15:22,2018/11/20 15:41,2018/11/20 15:41,,2018/11/20 15:18,0:12:13,0:12:13,,00,03,,,,,
★,-,15,2018/11/20 15:19,031-987-YELLOW,16780,乗客アプリ（地図から）,3388,990,5,1,,2018/11/20 15:24,2018/11/20 15:43,35.44291 139.650404,元町・中華街駅（みなとみらい線）,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/20 15:29,2018/11/20 15:29,2018/11/20 15:48,2018/11/20 15:48,2018/11/20 15:29,2018/11/20 15:29,0:19:51,0:19:51,,00,00,,,,,
-,-,15,2018/11/20 15:19,025-155-GREEN,16781,乗客アプリ（地図から）,3394,152,15,1,,2018/11/20 15:22,2018/11/20 15:33,35.453715 139.638133,横浜ワールドポーターズ,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/20 15:23,2018/11/20 15:23,2018/11/20 15:39,2018/11/20 15:39,,2018/11/20 15:19,0:11:19,0:11:19,,00,03,,,,,
-,-,15,2018/11/20 15:20,113-721-SUN,16782,乗客アプリ（地図から）,1310,73,13,1,,2018/11/20 15:26,2018/11/20 15:28,35.448676 139.635696,横浜平和プラザホテル,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/20 15:24,2018/11/20 15:24,2018/11/20 15:30,2018/11/20 15:30,,2018/11/20 15:20,0:02:37,0:02:37,,01,05,,,,,
-,-,15,2018/11/20 15:22,015-315-RED,16783,まちかど端末（店舗から）,0,809,3,1,,2018/11/20 15:24,2018/11/20 15:29,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/20 15:24,2018/11/20 15:24,2018/11/20 15:36,2018/11/20 15:36,,2018/11/20 15:22,0:04:58,0:04:58,,00,01,,,,,
-,-,15,2018/11/20 15:23,065-125-BANANA 065-126-BANANA,16784,まちかど端末（店舗から）,0,875,1,2,,2018/11/20 15:33,2018/11/20 15:40,35.445857 139.647636,ホテルモントレ横浜,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/20 15:33,2018/11/20 15:33,2018/11/20 15:47,2018/11/20 15:47,,2018/11/20 15:23,0:07:08,0:14:16,,00,10,,,,,
-,-,15,2018/11/20 15:25,010-095-RED 010-056-RED,16786,乗客アプリ（目的地から）,2801,511,3,2,,2018/11/20 15:31,2018/11/20 15:40,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/20 15:35,2018/11/20 15:35,2018/11/20 15:49,2018/11/20 15:49,,2018/11/20 15:25,0:09:31,0:19:02,,00,05,,,,,
-,-,15,2018/11/20 15:26,167-811-CAKE,16787,乗客アプリWeb（地図から）,6784,343,4,4,,2018/11/20 15:42,2018/11/20 15:48,35.452963 139.642093,横浜赤レンガ倉庫,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/20 15:46,2018/11/20 15:46,2018/11/20 16:01,2018/11/20 16:01,,2018/11/20 15:26,0:05:52,0:23:28,,00,16,,,,,
-,-,15,2018/11/20 15:26,105-920-SNOW 105-921-SNOW,16788,乗客アプリ（地図から）,4916,141,5,2,,2018/11/20 15:34,2018/11/20 15:50,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/20 15:37,2018/11/20 15:37,2018/11/20 15:58,2018/11/20 15:58,,2018/11/20 15:26,0:15:32,0:31:04,,00,08,,,,,
-,-,15,2018/11/20 15:28,020-583-GREEN,16789,まちかど端末（乗降ポイントから）,0,183,6,1,,2018/11/20 15:38,2018/11/20 15:46,35.447541 139.644914,シルク博物館,35.454389 139.630904,横浜ランドマークタワー,2018/11/20 15:39,2018/11/20 15:39,2018/11/20 15:56,2018/11/20 15:56,,2018/11/20 15:28,0:07:59,0:07:59,,00,10,,,,,
-,-,15,2018/11/20 15:30,028-412-GREEN 028-411-GREEN 028-413-GREEN,16790,乗客アプリ（目的地から）,2678,882,7,3,,2018/11/20 15:40,2018/11/20 15:50,35.454389 139.630904,横浜ランドマークタワー,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/20 15:42,2018/11/20 15:42,2018/11/20 15:58,2018/11/20 15:58,,2018/11/20 15:30,0:09:41,0:29:03,,00,10,,,,,
-,-,15,2018/11/20 15:40,020-748-GREEN 025-941-GREEN,16791,まちかど端末（店舗から）,0,616,8,2,,2018/11/20 15:49,2018/11/20 15:54,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.456605 139.635327,横浜ベイホテル東急,2018/11/20 15:50,2018/11/20 15:50,2018/11/20 16:01,2018/11/20 16:01,,2018/11/20 15:40,0:04:59,0:09:58,,00,09,,,,,
★,-,15,2018/11/20 15:40,166-492-agekke,16792,乗客アプリ（地図から）,1751,662,2,1,,2018/11/20 15:44,2018/11/20 15:55,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/20 15:50,2018/11/20 15:50,2018/11/20 16:02,2018/11/20 16:02,2018/11/20 15:50,2018/11/20 15:50,0:11:10,0:11:10,,00,00,,,,,
-,-,15,2018/11/20 15:40,117-569-SUN,16793,まちかど端末（店舗から）,0,769,15,1,,2018/11/20 15:45,2018/11/20 15:51,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.450447 139.635947,馬車道駅（みなとみらい線）,2018/11/20 15:43,2018/11/20 15:43,2018/11/20 15:54,2018/11/20 15:54,,2018/11/20 15:40,0:06:29,0:06:29,,02,04,,,,,
-,-,15,2018/11/20 15:42,024-819-GREEN,16794,乗客アプリ（地図から）,3217,82,5,1,,2018/11/20 15:44,2018/11/20 15:53,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.453715 139.638133,横浜ワールドポーターズ,2018/11/20 15:44,2018/11/20 15:44,2018/11/20 16:02,2018/11/20 16:02,,2018/11/20 15:42,0:09:10,0:09:10,,00,01,,,,,
-,-,15,2018/11/20 15:43,024-829-GREEN,16795,乗客アプリ（地図から）,6760,188,1,1,,2018/11/20 15:52,2018/11/20 15:59,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/20 15:52,2018/11/20 15:52,2018/11/20 16:06,2018/11/20 16:06,,2018/11/20 15:43,0:07:27,0:07:27,,00,08,,,,,
-,-,15,2018/11/20 15:43,065-128-BANANA,16796,乗客アプリ（地図から）,2478,151,3,1,,2018/11/20 15:48,2018/11/20 16:11,35.448801 139.636702,ホテルルートイン横浜馬車道,35.456605 139.635327,横浜ベイホテル東急,2018/11/20 15:49,2018/11/20 15:49,2018/11/20 16:02,2018/11/20 16:11,,2018/11/20 15:43,0:23:09,0:23:09,,00,04,,,,,
★,-,15,2018/11/20 15:45,103-680-SNOW,16797,乗客アプリ（目的地から）,5037,210,3,1,,2018/11/20 15:55,2018/11/20 16:03,35.443908 139.635249,イセザキ・モール,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/20 15:55,2018/11/20 15:55,2018/11/20 16:04,2018/11/20 16:04,2018/11/20 15:55,2018/11/20 15:55,0:07:35,0:07:35,,00,00,,,,,
★,-,15,2018/11/20 15:49,117-570-SUN 117-566-SUN 117-561-SUN,16798,まちかど端末（店舗から）,0,327,9,3,,2018/11/20 15:59,2018/11/20 16:05,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/20 15:59,2018/11/20 15:59,2018/11/20 16:07,2018/11/20 16:07,2018/11/20 15:59,2018/11/20 15:59,0:05:40,0:17:00,,00,00,,,,,
-,-,15,2018/11/20 15:58,024-497-GREEN 024-498-GREEN,16802,乗客アプリ（目的地から）,4630,887,5,2,,2018/11/20 16:04,2018/11/20 16:15,35.441002 139.650809,横浜元町ショッピングストリート,35.454389 139.630904,横浜ランドマークタワー,2018/11/20 16:02,2018/11/20 16:02,2018/11/20 16:23,2018/11/20 16:23,,2018/11/20 15:58,0:11:03,0:22:06,,01,05,,,,,
★,☆,15,2018/11/20 14:30,030-572-YELLOW,16755,まちかど端末（店舗から）,0,195,4,1,2018/11/20 15:31,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/20 15:29,,2018/11/20 15:36,,2018/11/20 15:29,2018/11/20 15:29,0:00:00,0:00:00,,00,02,,,,,
-,☆,15,2018/11/20 15:10,015-912-RED 015-911-RED 015-910-RED 015-914-RED 015-913-RED 015-909-RED,16777,まちかど端末（店舗から）,0,719,8,6,2018/11/20 15:11,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/20 15:40,,2018/11/20 15:54,,,2018/11/20 15:10,0:00:00,0:00:00,,00,29,,,,,
★,-,16,2018/11/20 15:24,107-476-SNOW 107-477-SNOW,16785,乗客アプリ（簡単予約）,2518,839,3,2,,2018/11/20 16:22,2018/11/20 16:29,35.450447 139.635947,馬車道駅（みなとみらい線）,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/20 16:24,2018/11/20 16:24,2018/11/20 16:34,2018/11/20 16:34,2018/11/20 16:24,2018/11/20 16:24,0:06:13,0:12:26,407,00,00,03,02,,,
★,-,16,2018/11/20 15:52,050-567-STRAWBERRY 050-568-STRAWBERRY,16799,乗客アプリ（地図から）,2892,521,8,2,,2018/11/20 15:57,2018/11/20 16:04,35.456605 139.635327,横浜ベイホテル東急,35.445783 139.642958,横浜情報文化センター,2018/11/20 16:02,2018/11/20 16:02,2018/11/20 16:15,2018/11/20 16:15,2018/11/20 16:02,2018/11/20 16:02,0:06:42,0:13:24,,00,00,,,,,
★,-,16,2018/11/20 15:54,016-495-RED,16800,まちかど端末（乗降ポイントから）,0,686,1,1,,2018/11/20 16:54,2018/11/20 17:05,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/20 16:54,2018/11/20 16:54,2018/11/20 17:13,2018/11/20 17:13,2018/11/20 16:54,2018/11/20 16:54,0:10:34,0:10:34,,00,00,,,,,
★,-,16,2018/11/20 15:57,112-631-SUN 068-198-BANANA,16801,乗客アプリ（地図から）,2759,476,7,2,,2018/11/20 16:05,2018/11/20 16:13,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.454389 139.630904,横浜ランドマークタワー,2018/11/20 16:07,2018/11/20 16:07,2018/11/20 16:25,2018/11/20 16:25,2018/11/20 16:07,2018/11/20 16:07,0:08:04,0:16:08,,00,00,,,,,
-,-,16,2018/11/20 16:02,117-574-SUN 117-575-SUN 117-573-SUN,16803,まちかど端末（店舗から）,0,551,6,3,,2018/11/20 16:06,2018/11/20 16:11,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/20 16:06,2018/11/20 16:06,2018/11/20 16:15,2018/11/20 16:15,,2018/11/20 16:02,0:04:24,0:13:12,,00,04,,,,,
-,-,16,2018/11/20 16:05,167-799-CAKE,16805,乗客アプリ（地図から）,5621,905,2,1,,2018/11/20 16:08,2018/11/20 16:20,35.453715 139.638133,横浜ワールドポーターズ,35.443073 139.651914,横浜人形の家,2018/11/20 16:08,2018/11/20 16:08,2018/11/20 16:23,2018/11/20 16:23,,2018/11/20 16:05,0:11:38,0:11:38,,00,03,,,,,
-,-,16,2018/11/20 16:08,062-957-BANANA 062-841-BANANA,16806,まちかど端末（店舗から）,0,329,15,2,,2018/11/20 16:10,2018/11/20 16:14,35.445783 139.642958,横浜情報文化センター,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/20 16:10,2018/11/20 16:10,2018/11/20 16:17,2018/11/20 16:17,,2018/11/20 16:08,0:04:09,0:08:18,,00,02,,,,,
-,-,16,2018/11/20 16:10,102-961-SNOW,16808,乗客アプリ（地図から）,1941,361,8,1,,2018/11/20 16:12,2018/11/20 16:27,35.450554 139.632616,横浜桜木町ワシントンホテル,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/20 16:13,2018/11/20 16:13,2018/11/20 16:25,2018/11/20 16:39,,2018/11/20 16:10,0:14:33,0:14:33,,00,01,,,,,
★,-,16,2018/11/20 16:11,018-995-RED,16809,乗客アプリ（目的地から）,6658,684,8,1,,2018/11/20 16:16,2018/11/20 16:22,35.448801 139.636702,ホテルルートイン横浜馬車道,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/20 16:21,2018/11/20 16:21,2018/11/20 16:34,2018/11/20 16:34,2018/11/20 16:21,2018/11/20 16:21,0:06:17,0:06:17,,00,00,,,,,
-,-,16,2018/11/20 16:14,167-810-CAKE,16810,乗客アプリWeb（地図から）,6781,167,9,2,,2018/11/20 16:21,2018/11/20 16:40,35.441002 139.650809,横浜元町ショッピングストリート,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/20 16:17,2018/11/20 16:17,2018/11/20 16:39,2018/11/20 16:39,,2018/11/20 16:14,0:19:40,0:39:20,,03,06,,,,,
★,-,16,2018/11/20 16:16,113-721-SUN,16811,乗客アプリ（地図から）,1310,454,6,1,,2018/11/20 16:23,2018/11/20 16:28,35.450554 139.632616,横浜桜木町ワシントンホテル,35.456605 139.635327,横浜ベイホテル東急,2018/11/20 16:26,2018/11/20 16:26,2018/11/20 16:37,2018/11/20 16:37,2018/11/20 16:26,2018/11/20 16:26,0:05:04,0:05:04,,00,00,,,,,
