,,,日時,乗車ID,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,,,
★,-,13,2018/11/28 13:07,065-641-BANANA 076-771-ORANGE,21210,乗客アプリ（Myルートから）,2892,793,2,2,,2018/11/28 13:16,2018/11/28 13:29,35.445783 139.642958,横浜情報文化センター,35.456605 139.635327,横浜ベイホテル東急,2018/11/28 13:17,2018/11/28 13:17,2018/11/28 13:42,2018/11/28 13:42,2018/11/28 13:17,2018/11/28 13:17,0:13:47,0:27:34,,00,00,,,,,
-,-,13,2018/11/28 13:09,113-342-SUN 117-331-SUN,21211,まちかど端末（乗降ポイントから）,0,208,5,2,,2018/11/28 13:20,2018/11/28 13:23,35.450447 139.635947,馬車道駅（みなとみらい線）,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/28 13:24,2018/11/28 13:24,2018/11/28 13:34,2018/11/28 13:34,,2018/11/28 13:09,0:02:37,0:05:14,,00,11,,,,,
-,-,13,2018/11/28 13:09,033-150-YELLOW 033-151-YELLOW 033-149-YELLOW,21212,乗客アプリ（目的地から）,7589,368,4,3,,2018/11/28 13:19,2018/11/28 13:24,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.456605 139.635327,横浜ベイホテル東急,2018/11/28 13:20,2018/11/28 13:21,2018/11/28 13:32,2018/11/28 13:32,,2018/11/28 13:09,0:04:12,0:12:36,,00,09,,,,,
-,-,13,2018/11/28 13:11,073-178-ORANGE,21213,まちかど端末（店舗から）,0,982,8,1,,2018/11/28 13:20,2018/11/28 13:24,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.443908 139.635249,イセザキ・モール,2018/11/28 13:19,2018/11/28 13:21,2018/11/28 13:25,2018/11/28 13:27,,2018/11/28 13:11,0:04:25,0:04:25,,00,08,,,,,
★,-,13,2018/11/28 13:12,105-052-SNOW,21214,乗客アプリ（簡単予約）,6747,956,4,1,,2018/11/28 13:31,2018/11/28 13:34,35.456605 139.635327,横浜ベイホテル東急,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/28 13:32,2018/11/28 13:32,2018/11/28 13:42,2018/11/28 13:42,2018/11/28 13:22,2018/11/28 13:22,0:02:40,0:02:40,,00,09,,,,,
-,-,13,2018/11/28 13:13,026-363-GREEN 026-364-GREEN,21216,乗客アプリ（地図から）,6674,325,8,2,,2018/11/28 13:24,2018/11/28 13:29,35.443908 139.635249,イセザキ・モール,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/28 13:27,2018/11/28 13:27,2018/11/28 13:35,2018/11/28 13:35,,2018/11/28 13:13,0:05:12,0:10:24,,00,11,,,,,
-,-,13,2018/11/28 13:15,057-647-STRAWBERRY 057-646-STRAWBERRY,21217,乗客アプリ（地図から）,1339,868,1,2,,2018/11/28 13:23,2018/11/28 13:32,35.443908 139.635249,イセザキ・モール,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/28 13:24,2018/11/28 13:24,2018/11/28 13:39,2018/11/28 13:39,,2018/11/28 13:15,0:08:32,0:17:04,,00,08,,,,,
-,-,13,2018/11/28 13:16,033-950-YELLOW,21219,乗客アプリ（簡単予約）,6334,249,13,1,,2018/11/28 13:23,2018/11/28 13:29,35.443908 139.635249,イセザキ・モール,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/28 13:23,2018/11/28 13:23,2018/11/28 13:30,2018/11/28 13:30,,2018/11/28 13:16,0:06:26,0:06:26,,00,06,,,,,
-,-,13,2018/11/28 13:17,076-008-ORANGE 076-009-ORANGE,21220,まちかど端末（乗降ポイントから）,0,595,15,2,,2018/11/28 13:27,2018/11/28 13:37,35.443704 139.651332,ホテルメルパルク横浜,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/28 13:26,2018/11/28 13:26,2018/11/28 13:41,2018/11/28 13:41,,2018/11/28 13:17,0:09:21,0:18:42,,00,10,,,,,
-,-,13,2018/11/28 13:19,064-459-BANANA,21222,乗客アプリ（目的地から）,3401,45,11,1,,2018/11/28 13:30,2018/11/28 13:34,35.456605 139.635327,横浜ベイホテル東急,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/28 13:30,2018/11/28 13:30,2018/11/28 13:40,2018/11/28 13:40,,2018/11/28 13:19,0:03:23,0:03:23,,00,11,,,,,
-,-,13,2018/11/28 13:24,017-655-RED,21225,まちかど端末（乗降ポイントから）,0,576,13,1,,2018/11/28 13:35,2018/11/28 13:58,35.441002 139.650809,横浜元町ショッピングストリート,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/28 13:35,2018/11/28 13:35,2018/11/28 13:56,2018/11/28 13:56,,2018/11/28 13:24,0:22:48,0:22:48,,00,11,,,,,
-,-,13,2018/11/28 13:25,077-524-ORANGE,21226,乗客アプリ（Myルートから）,4092,581,5,1,,2018/11/28 13:30,2018/11/28 13:45,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/28 13:35,2018/11/28 13:35,2018/11/28 13:55,2018/11/28 13:55,,2018/11/28 13:25,0:14:25,0:14:25,,00,05,,,,,
★,-,13,2018/11/28 13:26,166-534-agekke,21228,乗客アプリ（地図から）,1751,384,6,1,,2018/11/28 13:31,2018/11/28 13:37,35.448801 139.636702,ホテルルートイン横浜馬車道,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/28 13:36,2018/11/28 13:36,2018/11/28 13:42,2018/11/28 13:42,2018/11/28 13:36,2018/11/28 13:36,0:06:10,0:06:10,,00,00,,,,,
-,-,13,2018/11/28 13:26,033-341-YELLOW 033-532-YELLOW 033-538-YELLOW 033-996-YELLOW 026-826-GREEN,21229,乗客アプリ（地図から）,3790,754,8,5,,2018/11/28 13:35,2018/11/28 13:59,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441441 139.648505,横浜中華街朱雀門,2018/11/28 13:41,2018/11/28 13:41,2018/11/28 14:03,2018/11/28 14:03,,2018/11/28 13:26,0:23:37,1:58:05,,00,09,,,,,
-,-,13,2018/11/28 13:31,112-295-SUN 112-294-SUN,21230,乗客アプリ（地図から）,4087,315,3,2,,2018/11/28 13:34,2018/11/28 13:42,35.454389 139.630904,横浜ランドマークタワー,35.44291 139.650404,元町・中華街駅（みなとみらい線）,2018/11/28 13:36,2018/11/28 13:36,2018/11/28 13:52,2018/11/28 13:52,,2018/11/28 13:31,0:07:42,0:15:24,,00,02,,,,,
-,-,13,2018/11/28 13:35,070-828-ORANGE,21231,乗客アプリ（目的地から）,5969,571,2,1,,2018/11/28 13:39,2018/11/28 14:00,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/28 13:38,2018/11/28 13:38,2018/11/28 13:44,2018/11/28 13:44,,2018/11/28 13:35,0:21:09,0:21:09,,00,04,,,,,
-,-,13,2018/11/28 13:35,073-916-ORANGE 076-046-ORANGE,21232,まちかど端末（店舗から）,0,309,10,2,,2018/11/28 13:38,2018/11/28 13:45,35.445857 139.647636,ホテルモントレ横浜,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/28 13:37,2018/11/28 13:37,2018/11/28 13:51,2018/11/28 13:51,,2018/11/28 13:35,0:07:03,0:14:06,,01,03,,,,,
-,-,13,2018/11/28 13:36,036-461-YELLOW,21233,まちかど端末（店舗から）,0,567,9,1,,2018/11/28 13:44,2018/11/28 13:55,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.443073 139.651914,横浜人形の家,2018/11/28 13:43,2018/11/28 13:43,2018/11/28 13:55,2018/11/28 13:55,,2018/11/28 13:36,0:10:42,0:10:42,,01,08,,,,,
-,-,13,2018/11/28 13:38,033-950-YELLOW,21234,乗客アプリ（簡単予約）,6334,273,1,1,,2018/11/28 13:42,2018/11/28 13:53,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/28 13:40,2018/11/28 13:40,2018/11/28 13:57,2018/11/28 13:57,,2018/11/28 13:38,0:10:48,0:10:48,,02,04,,,,,
★,-,13,2018/11/28 13:38,114-129-SUN,21235,乗客アプリ（Myルートから）,4777,660,8,1,,2018/11/28 13:44,2018/11/28 13:58,35.456605 139.635327,横浜ベイホテル東急,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/28 13:48,2018/11/28 13:48,2018/11/28 14:02,2018/11/28 14:02,2018/11/28 13:48,2018/11/28 13:48,0:13:44,0:13:44,,00,00,,,,,
★,-,13,2018/11/28 13:40,034-128-YELLOW,21236,乗客アプリ（Myルートから）,2215,109,13,1,,2018/11/28 13:50,2018/11/28 13:53,35.450554 139.632616,横浜桜木町ワシントンホテル,35.453715 139.638133,横浜ワールドポーターズ,2018/11/28 13:50,2018/11/28 13:50,2018/11/28 13:58,2018/11/28 13:58,2018/11/28 13:50,2018/11/28 13:50,0:03:50,0:03:50,,00,00,,,,,
-,-,13,2018/11/28 13:41,026-052-GREEN 026-057-GREEN,21238,乗客アプリ（地図から）,6917,545,7,2,,2018/11/28 13:42,2018/11/28 13:50,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/28 13:43,2018/11/28 13:43,2018/11/28 13:59,2018/11/28 13:59,,2018/11/28 13:41,0:08:32,0:17:04,,00,00,,,,,
★,-,13,2018/11/28 13:45,166-534-agekke,21239,乗客アプリ（地図から）,1751,352,7,1,,2018/11/28 13:51,2018/11/28 14:05,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/28 13:55,2018/11/28 13:55,2018/11/28 14:02,2018/11/28 14:02,2018/11/28 13:55,2018/11/28 13:55,0:13:59,0:13:59,,00,00,,,,,
-,-,13,2018/11/28 13:46,105-052-SNOW,21240,乗客アプリ（簡単予約）,6747,396,10,1,,2018/11/28 13:50,2018/11/28 14:06,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/11/28 13:51,2018/11/28 13:51,2018/11/28 14:01,2018/11/28 14:17,,2018/11/28 13:46,0:16:13,0:16:13,,00,03,,,,,
-,-,13,2018/11/28 13:55,036-196-YELLOW,21243,乗客アプリ（目的地から）,6068,223,3,1,,2018/11/28 13:59,2018/11/28 14:11,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/28 13:57,2018/11/28 13:57,2018/11/28 14:14,2018/11/28 14:14,,2018/11/28 13:55,0:11:51,0:11:51,,01,03,,,,,
-,-,13,2018/11/28 13:55,018-346-RED,21244,乗客アプリ（地図から）,5215,650,1,1,,2018/11/28 14:00,2018/11/28 14:07,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/28 14:01,2018/11/28 14:01,2018/11/28 14:10,2018/11/28 14:10,,2018/11/28 13:55,0:06:46,0:06:46,,00,04,,,,,
-,-,13,2018/11/28 13:57,105-100-SNOW,21245,乗客アプリ（目的地から）,5284,798,11,1,,2018/11/28 14:00,2018/11/28 14:09,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443908 139.635249,イセザキ・モール,2018/11/28 14:02,2018/11/28 14:02,2018/11/28 14:12,2018/11/28 14:12,,2018/11/28 13:57,0:08:49,0:08:49,,00,02,,,,,
-,-,13,2018/11/28 13:59,076-010-ORANGE 076-550-ORANGE,21246,まちかど端末（乗降ポイントから）,0,240,4,2,,2018/11/28 14:02,2018/11/28 14:15,35.443704 139.651332,ホテルメルパルク横浜,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/28 14:01,2018/11/28 14:02,2018/11/28 14:17,2018/11/28 14:25,,2018/11/28 13:59,0:12:54,0:25:48,,00,03,,,,,
-,-,13,2018/11/28 13:59,166-550-agekke,21247,まちかど端末（乗降ポイントから）,0,241,9,1,,2018/11/28 14:02,2018/11/28 14:13,35.447546 139.64358,横浜開港資料館,35.443908 139.635249,イセザキ・モール,2018/11/28 14:05,2018/11/28 14:05,2018/11/28 14:12,2018/11/28 14:12,,2018/11/28 13:59,0:10:37,0:10:37,,00,03,,,,,
★,☆,13,2018/11/28 12:04,020-256-GREEN,21160,乗客アプリ（Myルートから）,4719,239,10,1,2018/11/28 12:32,,,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/28 13:04,,2018/11/28 13:21,,2018/11/28 13:04,2018/11/28 13:04,0:00:00,0:00:00,,00,00,,,,,
-,☆,13,2018/11/28 13:12,033-950-YELLOW,21215,乗客アプリ（簡単予約）,6334,596,1,1,2018/11/28 13:13,,,35.443908 139.635249,イセザキ・モール,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/28 13:27,,2018/11/28 13:34,,,2018/11/28 13:12,0:00:00,0:00:00,,00,14,,,,,
★,☆,13,2018/11/28 13:16,114-129-SUN,21218,乗客アプリ（地図から）,4777,957,10,1,2018/11/28 13:16,,,35.456605 139.635327,横浜ベイホテル東急,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/28 13:26,,2018/11/28 13:41,,2018/11/28 13:26,2018/11/28 13:26,0:00:00,0:00:00,,00,00,,,,,
-,☆,13,2018/11/28 13:17,077-524-ORANGE,21221,乗客アプリ（地図から）,4092,995,10,1,2018/11/28 13:25,,,35.441002 139.650809,横浜元町ショッピングストリート,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/28 13:34,,2018/11/28 13:57,,,2018/11/28 13:17,0:00:00,0:00:00,,00,16,,,,,
-,☆,13,2018/11/28 13:22,017-655-RED,21223,まちかど端末（乗降ポイントから）,0,369,3,1,2018/11/28 13:23,,,35.441002 139.650809,横浜元町ショッピングストリート,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/28 13:32,,2018/11/28 13:53,,,2018/11/28 13:22,0:00:00,0:00:00,,00,09,,,,※166行と同一人物と思われるため一番短い待ち時間を採用,
-,☆,13,2018/11/28 13:23,017-655-RED,21224,まちかど端末（乗降ポイントから）,0,514,3,1,2018/11/28 13:23,,,35.441002 139.650809,横浜元町ショッピングストリート,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/28 13:33,,2018/11/28 13:54,,,2018/11/28 13:23,0:00:00,0:00:00,,00,,,,,※165行と同一人物と思われるため一番短い待ち時間を採用,
★,☆,13,2018/11/28 13:26,026-052-GREEN 026-057-GREEN,21227,乗客アプリ（地図から）,6917,934,7,2,2018/11/28 13:38,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/28 13:36,,2018/11/28 13:52,,2018/11/28 13:36,2018/11/28 13:36,0:00:00,0:00:00,,00,02,,,,※168行と同一人物と思われるため一番短い待ち時間を採用,
-,☆,13,2018/11/28 13:40,026-052-GREEN,21237,乗客アプリ（地図から）,6917,975,7,1,2018/11/28 13:40,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/28 13:42,,2018/11/28 13:58,,,2018/11/28 13:40,0:00:00,0:00:00,,00,,,,,※167行と同一人物と思われるため一番短い待ち時間を採用,
★,☆,13,2018/11/28 13:48,033-861-YELLOW 033-862-YELLOW,21241,乗客アプリ（目的地から）,6734,777,10,2,2018/11/28 13:59,,,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/28 13:58,,2018/11/28 14:11,,2018/11/28 13:58,2018/11/28 13:58,0:00:00,0:00:00,,00,00,,,,,
-,☆,13,2018/11/28 13:54,018-346-RED,21242,乗客アプリ（地図から）,5215,544,1,1,2018/11/28 13:55,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/28 14:00,,2018/11/28 14:10,,,2018/11/28 13:54,0:00:00,0:00:00,,00,05,,,,,
★,-,14,2018/11/28 14:00,116-088-SUN,21248,乗客アプリ（地図から）,7540,647,4,1,,2018/11/28 14:07,2018/11/28 14:14,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/28 14:10,2018/11/28 14:10,2018/11/28 14:24,2018/11/28 14:24,2018/11/28 14:10,2018/11/28 14:10,0:06:56,0:06:56,530,00,00,05,04,,,
-,-,14,2018/11/28 14:04,033-861-YELLOW 033-862-YELLOW,21250,乗客アプリ（目的地から）,6734,417,6,2,,2018/11/28 14:07,2018/11/28 14:15,35.450554 139.632616,横浜桜木町ワシントンホテル,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/28 14:08,2018/11/28 14:08,2018/11/28 14:22,2018/11/28 14:22,,2018/11/28 14:04,0:07:52,0:15:44,,00,03,,,,,
★,-,14,2018/11/28 14:04,000-040-BLUE 023-602-GREEN,21251,乗客アプリ（目的地から）,7646,37,9,2,,2018/11/28 14:08,2018/11/28 14:21,35.445783 139.642958,横浜情報文化センター,35.456605 139.635327,横浜ベイホテル東急,2018/11/28 14:14,2018/11/28 14:14,2018/11/28 14:34,2018/11/28 14:34,2018/11/28 14:14,2018/11/28 14:14,0:12:17,0:24:34,,00,00,,,,,
-,-,14,2018/11/28 14:05,167-991-CAKE,21252,乗客アプリWeb（目的地から）,7627,613,13,1,,2018/11/28 14:12,2018/11/28 14:18,35.448676 139.635696,横浜平和プラザホテル,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/28 14:11,2018/11/28 14:11,2018/11/28 14:24,2018/11/28 14:24,,2018/11/28 14:05,0:06:26,0:06:26,,01,06,,,,,
-,-,14,2018/11/28 14:06,167-994-CAKE,21253,乗客アプリ（目的地から）,2669,805,11,1,,2018/11/28 14:10,2018/11/28 14:23,35.443908 139.635249,イセザキ・モール,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/28 14:09,2018/11/28 14:09,2018/11/28 14:23,2018/11/28 14:23,,2018/11/28 14:06,0:12:30,0:12:30,,00,04,,,,,
-,-,14,2018/11/28 14:08,017-655-RED,21254,まちかど端末（店舗から）,0,505,1,1,,2018/11/28 14:17,2018/11/28 14:25,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/11/28 14:13,2018/11/28 14:13,2018/11/28 14:27,2018/11/28 14:27,,2018/11/28 14:08,0:08:17,0:08:17,,03,08,,,,,
-,-,14,2018/11/28 14:10,113-386-SUN 113-387-SUN,21255,まちかど端末（乗降ポイントから）,0,857,8,2,,2018/11/28 14:17,2018/11/28 14:46,35.44291 139.650404,元町・中華街駅（みなとみらい線）,35.454389 139.630904,横浜ランドマークタワー,2018/11/28 14:17,2018/11/28 14:19,2018/11/28 14:36,2018/11/28 14:47,,2018/11/28 14:10,0:28:23,0:56:46,,00,06,,,,,
★,-,14,2018/11/28 14:12,020-912-GREEN 070-976-ORANGE,21256,乗客アプリ（簡単予約）,3620,513,11,2,,2018/11/28 14:20,2018/11/28 14:28,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/11/28 14:22,2018/11/28 14:22,2018/11/28 14:33,2018/11/28 14:33,2018/11/28 14:22,2018/11/28 14:22,0:07:48,0:15:36,,00,00,,,,,
★,-,14,2018/11/28 14:13,117-453-SUN 117-801-SUN,21257,乗客アプリ（目的地から）,7647,129,8,2,,2018/11/28 14:21,2018/11/28 14:27,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.443908 139.635249,イセザキ・モール,2018/11/28 14:23,2018/11/28 14:23,2018/11/28 14:34,2018/11/28 14:34,2018/11/28 14:23,2018/11/28 14:23,0:06:31,0:13:02,,00,00,,,,,
-,-,14,2018/11/28 14:16,105-052-SNOW,21258,乗客アプリ（Myルートから）,6747,639,6,1,,2018/11/28 14:21,2018/11/28 14:25,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/28 14:21,2018/11/28 14:21,2018/11/28 14:31,2018/11/28 14:31,,2018/11/28 14:16,0:04:34,0:04:34,,00,04,,,,,
-,-,14,2018/11/28 14:18,102-469-SNOW,21259,乗客アプリ（目的地から）,7188,662,15,1,,2018/11/28 14:23,2018/11/28 14:45,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/28 14:23,2018/11/28 14:23,2018/11/28 14:44,2018/11/28 14:56,,2018/11/28 14:18,0:21:51,0:21:51,,00,05,,,,,
-,-,14,2018/11/28 14:18,166-454-agekke,21260,乗客アプリ（目的地から）,6707,213,7,1,,2018/11/28 14:21,2018/11/28 14:28,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/28 14:22,2018/11/28 14:22,2018/11/28 14:33,2018/11/28 14:33,,2018/11/28 14:18,0:06:20,0:06:20,,00,02,,,,,
★,-,14,2018/11/28 14:21,070-828-ORANGE,21261,乗客アプリ（簡単予約）,5969,79,15,1,,2018/11/28 14:29,2018/11/28 14:33,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/28 14:31,2018/11/28 14:31,2018/11/28 14:37,2018/11/28 14:37,2018/11/28 14:31,2018/11/28 14:31,0:03:36,0:03:36,,00,00,,,,,
-,-,14,2018/11/28 14:22,000-040-BLUE,21262,乗客アプリ（目的地から）,7646,196,9,1,,2018/11/28 14:22,2018/11/28 14:30,35.456605 139.635327,横浜ベイホテル東急,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/28 14:23,2018/11/28 14:23,2018/11/28 14:36,2018/11/28 14:36,,2018/11/28 14:22,0:08:15,0:08:15,,00,00,,,,,
-,-,14,2018/11/28 14:22,166-470-agekke,21263,乗客アプリ（地図から）,4734,289,3,1,,2018/11/28 14:24,2018/11/28 14:29,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/28 14:26,2018/11/28 14:26,2018/11/28 14:33,2018/11/28 14:33,,2018/11/28 14:22,0:04:35,0:04:35,,00,02,,,,,
-,-,14,2018/11/28 14:23,036-303-YELLOW,21264,乗客アプリ（簡単予約）,7586,750,5,1,,2018/11/28 14:28,2018/11/28 14:38,35.441441 139.648505,横浜中華街朱雀門,35.450447 139.635947,馬車道駅（みなとみらい線）,2018/11/28 14:28,2018/11/28 14:29,2018/11/28 14:42,2018/11/28 14:45,,2018/11/28 14:23,0:10:36,0:10:36,,00,04,,,,,
-,-,14,2018/11/28 14:24,076-012-ORANGE,21265,乗客アプリ（地図から）,1103,240,5,1,,2018/11/28 14:29,2018/11/28 14:31,35.441441 139.648505,横浜中華街朱雀門,35.443704 139.651332,ホテルメルパルク横浜,2018/11/28 14:29,2018/11/28 14:29,2018/11/28 14:33,2018/11/28 14:33,,2018/11/28 14:24,0:02:31,0:02:31,,00,04,,,,,
★,-,14,2018/11/28 14:31,026-955-GREEN 027-828-GREEN,21267,乗客アプリ（地図から）,4033,660,8,2,,2018/11/28 14:38,2018/11/28 14:52,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.448676 139.635696,横浜平和プラザホテル,2018/11/28 14:40,2018/11/28 14:40,2018/11/28 14:55,2018/11/28 14:55,2018/11/28 14:40,2018/11/28 14:40,0:14:15,0:28:30,,00,00,,,,,
-,-,14,2018/11/28 14:31,000-040-BLUE,21268,乗客アプリ（目的地から）,7646,793,9,1,,2018/11/28 14:31,2018/11/28 14:41,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.456605 139.635327,横浜ベイホテル東急,2018/11/28 14:32,2018/11/28 14:32,2018/11/28 14:52,2018/11/28 14:52,,2018/11/28 14:31,0:09:41,0:09:41,,00,00,,,,,
-,-,14,2018/11/28 14:36,166-518-agekke,21269,乗客アプリ（地図から）,2990,980,11,1,,2018/11/28 14:36,2018/11/28 14:46,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/11/28 14:38,2018/11/28 14:38,2018/11/28 14:51,2018/11/28 14:51,,2018/11/28 14:36,0:09:14,0:09:14,,00,00,,,,,
-,-,14,2018/11/28 14:38,036-461-YELLOW,21270,まちかど端末（店舗から）,0,362,13,1,,2018/11/28 14:44,2018/11/28 14:54,35.443704 139.651332,ホテルメルパルク横浜,35.454389 139.630904,横浜ランドマークタワー,2018/11/28 14:45,2018/11/28 14:45,2018/11/28 15:04,2018/11/28 15:04,,2018/11/28 14:38,0:09:22,0:09:22,,00,06,,,,,
-,-,14,2018/11/28 14:39,076-010-ORANGE 076-550-ORANGE,21271,まちかど端末（乗降ポイントから）,0,108,10,2,,2018/11/28 14:40,2018/11/28 14:48,35.452963 139.642093,横浜赤レンガ倉庫,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/28 14:41,2018/11/28 14:41,2018/11/28 14:55,2018/11/28 14:55,,2018/11/28 14:39,0:07:06,0:14:12,,00,01,,,,,
-,-,14,2018/11/28 14:43,116-088-SUN,21273,まちかど端末（乗降ポイントから）,0,825,5,1,,2018/11/28 14:44,2018/11/28 14:58,35.452963 139.642093,横浜赤レンガ倉庫,35.443908 139.635249,イセザキ・モール,2018/11/28 14:44,2018/11/28 14:44,2018/11/28 14:56,2018/11/28 14:56,,2018/11/28 14:43,0:14:30,0:14:30,,00,01,,,,,
-,-,14,2018/11/28 14:45,112-191-SUN,21274,まちかど端末（乗降ポイントから）,0,105,11,1,,2018/11/28 14:50,2018/11/28 14:57,35.448676 139.635696,横浜平和プラザホテル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/28 14:50,2018/11/28 14:50,2018/11/28 14:58,2018/11/28 14:58,,2018/11/28 14:45,0:07:01,0:07:01,,00,04,,,,,
-,-,14,2018/11/28 14:47,033-341-YELLOW 033-538-YELLOW 033-532-YELLOW 033-996-YELLOW 026-826-GREEN,21276,乗客アプリ（地図から）,3790,711,2,5,,2018/11/28 14:56,2018/11/28 15:07,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/28 14:58,2018/11/28 14:58,2018/11/28 15:19,2018/11/28 15:19,,2018/11/28 14:47,0:10:27,0:52:15,,00,09,,,,,
-,-,14,2018/11/28 14:48,166-550-agekke,21278,乗客アプリ（目的地から）,3162,725,9,1,,2018/11/28 14:56,2018/11/28 15:04,35.443908 139.635249,イセザキ・モール,35.450447 139.635947,馬車道駅（みなとみらい線）,2018/11/28 14:54,2018/11/28 14:54,2018/11/28 15:04,2018/11/28 15:04,,2018/11/28 14:48,0:08:27,0:08:27,,02,07,,,,,
-,-,14,2018/11/28 14:49,166-534-agekke,21279,乗客アプリ（地図から）,1751,307,8,1,,2018/11/28 14:59,2018/11/28 15:03,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/28 15:01,2018/11/28 15:01,2018/11/28 15:08,2018/11/28 15:08,,2018/11/28 14:49,0:04:29,0:04:29,,00,09,,,,,
